pos,neg,rt,rg,rmin
EGLN3,G6PC+AQP1,0.7796207288363919,0.7275043017374756,0.7275043017374756
EGLN3,SLC34A1+UMOD,0.7235798943270391,0.7310932388629691,0.7235798943270391
VEGFA,FBP1+SLC34A1,0.7717823813107475,0.7224912681736557,0.7224912681736557
EGLN3,SLC34A1+G6PC,0.8249349811625822,0.722139115691387,0.722139115691387
SLC2A1+EGLN3,PCK1,0.7556215281419352,0.7220845934161874,0.7220845934161874
VIM,G6PC+PCK1,0.7210841107933946,0.7257818289427641,0.7210841107933946
VEGFA,SLC34A1+AQP1,0.7519467792866016,0.7204380326404158,0.7204380326404158
VIM+CA9,PCK1,0.7199914271716237,0.8154551485104722,0.7199914271716237
VEGFA,FBP1+AQP1,0.7197817835161662,0.8074576167758947,0.7197817835161662
VIM,SLC13A3+AQP1,0.7191296551290548,0.8208707474120304,0.7191296551290548
VEGFA,SLC34A1+G6PC,0.8020128848572692,0.7188278695916419,0.7188278695916419
SLC2A1,UMOD+AQP1,0.7652466434992029,0.7182770671345626,0.7182770671345626
VIM,SLC34A1+G6PC,0.7970296318969918,0.7182346516032443,0.7182346516032443
VEGFA+COL1A1,FBP1,0.7231917963715853,0.718158167910919,0.718158167910919
VIM,SLC22A6+G6PC,0.7783194924045601,0.7180461708635434,0.7180461708635434
VIM+EGLN3,PCK1,0.7177652974581481,0.8366423069442382,0.7177652974581481
FAP+VEGFA,FBP1,0.7341164748141177,0.7162895082028833,0.7162895082028833
SLC2A1+EGLN3,SLC22A6,0.7747689850054924,0.715641481737498,0.715641481737498
VEGFA,SLC22A6+SLC13A3,0.762187673492595,0.7144992026953285,0.7144992026953285
EGLN3,FBP1+SLC34A1,0.8045562085694948,0.7136602210928327,0.7136602210928327
EGLN3,FBP1+UMOD,0.7134260220622572,0.7931096966878355,0.7134260220622572
SLC2A1,G6PC+SLC13A3,0.849769234064014,0.7120309452697062,0.7120309452697062
SLC2A1+VIM,SLC22A6,0.7855287046189715,0.7119274295767508,0.7119274295767508
CA9,SLC34A1+AQP1,0.8156228982918121,0.7110569426691619,0.7110569426691619
EGLN3,G6PC+SLC13A3,0.7908848768470866,0.7094605649089918,0.7094605649089918
SLC2A1+VIM,PCK1,0.7478731164823907,0.7081615311762421,0.7081615311762421
VIM,G6PC+AQP1,0.7197125602381472,0.7052088821780402,0.7052088821780402
VIM,UMOD+AQP1,0.7042123875517469,0.856678356141468,0.7042123875517469
VEGFA,SLC34A1+UMOD,0.7039751995002708,0.707731132053063,0.7039751995002708
CA9,SLC13A3+AQP1,0.7021098170605803,0.7477731235729193,0.7021098170605803
CA9,FBP1+SLC13A3,0.7020579513481923,0.7474684535031169,0.7020579513481923
SLC2A1+FAP,UMOD,0.7017369380657731,0.7357199599589146,0.7017369380657731
VIM+FAP,FBP1,0.7039702094541791,0.7014276710838561,0.7014276710838561
VIM+COL1A1,FBP1,0.6976202675644867,0.6979917947753662,0.6976202675644867
SLC2A1+VIM,G6PC,0.7778527241441622,0.6958152846654793,0.6958152846654793
SLC2A1+VIM,UMOD,0.6949654414943583,0.8238171452387675,0.6949654414943583
CA9,UMOD+AQP1,0.6944443769673907,0.8267835713273255,0.6944443769673907
SLC2A1+EGLN3,G6PC,0.7792416887679897,0.6943865064463456,0.6943865064463456
CA9+COL1A1,PCK1,0.7041448627806361,0.6943482018272811,0.6943482018272811
EGLN3+COL1A1,FBP1,0.7472735270807374,0.6940669270857691,0.6940669270857691
VEGFA+COL1A1,PCK1,0.6941766451194856,0.6935340113259845,0.6935340113259845
VIM+VEGFA,AQP1,0.6923872726872011,0.7891123850519901,0.6923872726872011
CA9+VEGFA,AQP1,0.7092424393975638,0.6917601243863009,0.6917601243863009
CA9+FAP,PCK1,0.7191411211454074,0.6910985431343937,0.6910985431343937
EGLN3+FAP,FBP1,0.7517811126099412,0.6898441540141059,0.6898441540141059
CA9+COL1A1,SLC22A6,0.7623400535866919,0.6881254119807785,0.6881254119807785
SLC2A1+VIM,SLC34A1,0.8064033932019637,0.6867388149251777,0.6867388149251777
VIM+CA9,AQP1,0.6854044218957581,0.7114056412306459,0.6854044218957581
CA9+FAP,SLC22A6,0.773575967787101,0.6843717856678413,0.6843717856678413
FAP+VEGFA,PCK1,0.7225761423521675,0.6821726730822559,0.6821726730822559
VEGFA,FBP1+UMOD,0.6818896509120824,0.7686775368819836,0.6818896509120824
EGLN3,FBP1+SLC13A3,0.6847413878079713,0.6801644150623842,0.6801644150623842
CA9,SLC34A1+SLC13A3,0.7295948423749465,0.6799061211178167,0.6799061211178167
EGLN3,SLC34A1+AQP1,0.7786167135235209,0.6792214612588248,0.6792214612588248
VIM,PCK1+AQP1,0.6767512257513568,0.7194864955960028,0.6767512257513568
VEGFA,G6PC+SLC13A3,0.7443336401877179,0.6764007210219797,0.6764007210219797
CA9+TGFB1,FBP1,0.7851723925029545,0.6759945051893347,0.6759945051893347
EGLN3+COL1A1,PCK1,0.6911347591094281,0.6749908701838272,0.6749908701838272
FAP,FBP1+UMOD,0.6841657878935432,0.6722044118700765,0.6722044118700765
EGLN3,SLC13A3+AQP1,0.6704615867610414,0.6875764028574431,0.6704615867610414
COL1A1,FBP1+UMOD,0.6708957889712575,0.6695858124895558,0.6695858124895558
VEGFA+COL1A1,SLC22A6,0.7145057440940503,0.6686623911938021,0.6686623911938021
SLC2A1+COL1A1,UMOD,0.6684590471328725,0.7335902966847756,0.6684590471328725
SLC2A1,SLC34A1+SLC22A6,0.8347350242859004,0.6684590422075406,0.6684590422075406
SLC2A1,SLC13A3+AQP1,0.781052693739831,0.6675859627035442,0.6675859627035442
VIM+CA9,SLC34A1,0.7652805715266804,0.6670181812290116,0.6670181812290116
FAP,PCK1+UMOD,0.6730741229704786,0.6666713624440358,0.6666713624440358
CA9+COL1A1,G6PC,0.7499777497507774,0.6664793160209838,0.6664793160209838
VIM+VEGFA,SLC34A1,0.7704859989401687,0.6653883470612589,0.6653883470612589
EGLN3+FAP,PCK1,0.7055549430494505,0.6651418321453075,0.6651418321453075
SLC2A1+VIM,SLC13A3,0.6631422758434597,0.7689452419655178,0.6631422758434597
EGLN3,UMOD+AQP1,0.6629758681568698,0.8119599811443705,0.6629758681568698
SLC2A1+VEGFA,SLC34A1,0.7818988774363109,0.6627586851652512,0.6627586851652512
COL1A1,SLC34A1+UMOD,0.6832736933721505,0.6620635199257312,0.6620635199257312
CA9+TGFB1,SLC22A6,0.800971025037244,0.6599548054207434,0.6599548054207434
FAP+VEGFA,UMOD,0.6599070947470494,0.7165541735539716,0.6599070947470494
VIM+EGLN3,SLC34A1,0.7378579050627854,0.6592620304861876,0.6592620304861876
COL1A1,PCK1+UMOD,0.6578864999563822,0.6648553738507587,0.6578864999563822
COL1A1,SLC22A6+UMOD,0.6913830290672291,0.6575466495820552,0.6575466495820552
SLC2A1,FBP1+SLC34A1,0.8409245514934316,0.6571201732304248,0.6571201732304248
VIM,UMOD+SLC13A3,0.6570704321646086,0.7901314846504381,0.6570704321646086
EGLN3+VEGFA,AQP1,0.6558538623893204,0.6716261349193552,0.6558538623893204
FAP,SLC22A6+UMOD,0.6979433655948413,0.655527172622784,0.655527172622784
FAP+VEGFA,SLC22A6,0.731082887774996,0.6547958686416753,0.6547958686416753
SLC2A1+COL1A1,SLC13A3,0.6804076599311959,0.6541523584918022,0.6541523584918022
SLC2A1,SLC34A1+PCK1,0.8463173924963827,0.6527801996595866,0.6527801996595866
SLC2A1,FBP1+SLC22A6,0.7908677817608727,0.6514775363669076,0.6514775363669076
CA9+FAP,G6PC,0.7632463548282399,0.6513318358646017,0.6513318358646017
EGLN3+COL1A1,SLC22A6,0.7266733377534875,0.6500928516607055,0.6500928516607055
CA9+FAP,UMOD,0.6486151428260267,0.7501238284511831,0.6486151428260267
SLC2A1+CA9,SLC34A1,0.7890204595170072,0.647408696998294,0.647408696998294
SLC2A1,SLC34A1+G6PC,0.833499388143492,0.6460121030270387,0.6460121030270387
CA9+EGLN3,AQP1,0.6763092040997685,0.6442912588192502,0.6442912588192502
VIM+EGLN3,AQP1,0.6435491288248457,0.7117945251353655,0.6435491288248457
VIM+FAP,PCK1,0.6428194997275644,0.6502554374457746,0.6428194997275644
COL1A1,UMOD+SLC13A3,0.6420189159497591,0.6512172841082675,0.6420189159497591
VEGFA,FBP1+SLC13A3,0.6419584686316016,0.6484113427467947,0.6419584686316016
SLC2A1+VEGFA,UMOD,0.6413661266396764,0.7905177667414189,0.6413661266396764
COL1A1,G6PC+UMOD,0.6910412306222445,0.6405416296769618,0.6405416296769618
VIM+FAP,UMOD,0.6394994493406433,0.7517823501721254,0.6394994493406433
VIM+COL1A1,SLC22A6,0.67199650536987,0.63930431600625,0.63930431600625
CA9+TGFB1,PCK1,0.7281736649432036,0.6380990500282797,0.6380990500282797
VIM+FAP,SLC13A3,0.6378542914136529,0.6394802364830626,0.6378542914136529
FAP,SLC34A1+UMOD,0.7008723709274174,0.6374612916460236,0.6374612916460236
EGLN3+FAP,SLC22A6,0.7315410237047629,0.6373273833027293,0.6373273833027293
VEGFA,UMOD+AQP1,0.6372427486857508,0.8014730399618646,0.6372427486857508
SLC2A1+CA9,UMOD,0.6359164170867739,0.8054258850762357,0.6359164170867739
VEGFA+COL1A1,G6PC,0.7192432239553495,0.6345115687982259,0.6345115687982259
SLC2A1,SLC22A6+PCK1,0.79414451333652,0.633443505325548,0.633443505325548
SLC2A1,SLC22A6+G6PC,0.7899365153454196,0.6333128896677575,0.6333128896677575
VIM+FAP,SLC22A6,0.6870922030303945,0.6324956921220226,0.6324956921220226
CA9+TGFB1,G6PC,0.7752669951330973,0.6315485236500497,0.6315485236500497
FAP,UMOD+AQP1,0.6305816110890239,0.6734562726175082,0.6305816110890239
SLC2A1,FBP1+G6PC,0.8052842506101505,0.6293322734469045,0.6293322734469045
CA9+COL1A1,UMOD,0.6292718968985717,0.757751878058414,0.6292718968985717
FAP,UMOD+SLC13A3,0.678197548245688,0.6280269702240487,0.6280269702240487
SLC2A1,FBP1+PCK1,0.7995775714228754,0.6274692772290361,0.6274692772290361
EGLN3+FAP,UMOD,0.6273808345662821,0.730439010093974,0.6273808345662821
FAP,G6PC+UMOD,0.7037923816611202,0.6265629237112498,0.6265629237112498
VEGFA+COL1A1,UMOD,0.6252233332445687,0.7243408289643503,0.6252233332445687
VEGFA,SLC13A3+AQP1,0.6251309704138492,0.6672496855107942,0.6251309704138492
COL1A1,PCK1+SLC13A3,0.6927892717984219,0.6226635727795917,0.6226635727795917
SLC2A1+FAP,SLC13A3,0.7061967283746953,0.6223710085133191,0.6223710085133191
TGFB1+VEGFA,FBP1,0.7608365835220389,0.6222086153582813,0.6222086153582813
EGLN3,SLC34A1+SLC13A3,0.7064184370080545,0.6218850090438588,0.6218850090438588
VIM+COL1A1,PCK1,0.6216246972568271,0.6539461929825995,0.6216246972568271
SLC2A1+EGLN3,SLC34A1,0.761907172936083,0.6208650864773744,0.6208650864773744
TGFB1+VEGFA,PCK1,0.7501481765414713,0.620445041380019,0.620445041380019
EGLN3+COL1A1,G6PC,0.7308289887074813,0.618511564422646,0.618511564422646
SLC2A1+COL1A1,FBP1,0.7249589241009906,0.6183569963479261,0.6183569963479261
CA9,UMOD+SLC13A3,0.6164028735357079,0.7388939801472938,0.6164028735357079
CA9+FAP,SLC13A3,0.6183523000965053,0.6161430791972546,0.6161430791972546
SLC2A1,G6PC+PCK1,0.7754027647719619,0.6147268813239761,0.6147268813239761
TGFB1+VEGFA,SLC22A6,0.7629885460678199,0.6140760092383035,0.6140760092383035
EGLN3+COL1A1,UMOD,0.613621112836019,0.7362114168029259,0.613621112836019
VIM+COL1A1,SLC34A1,0.6996979006655009,0.6124241745612223,0.6124241745612223
SLC2A1+EGLN3,UMOD,0.6122377777962806,0.7897844191708411,0.6122377777962806
VIM+COL1A1,G6PC,0.6647849180077345,0.6113309499469524,0.6113309499469524
VIM+VEGFA,UMOD,0.6098502017237408,0.7619097092715282,0.6098502017237408
CA9+TGFB1,UMOD,0.6098078734410335,0.629272332918005,0.6098078734410335
SLC2A1+FAP,FBP1,0.7357103001161809,0.6090042825064035,0.6090042825064035
COL1A1,SLC22A6+SLC13A3,0.7124561586767124,0.6080371156676356,0.6080371156676356
FAP+VEGFA,G6PC,0.741054432581155,0.6068606522515357,0.6068606522515357
CA9+COL1A1,SLC13A3,0.6058665534332491,0.6454241100546945,0.6058665534332491
COL1A1,FBP1+SLC13A3,0.7084646080839805,0.6057021242526202,0.6057021242526202
CA9+COL1A1,SLC34A1,0.758023206583904,0.6054624950375618,0.6054624950375618
VIM+COL1A1,SLC13A3,0.604180436611987,0.6682052749167691,0.604180436611987
CA9+VEGFA,SLC34A1,0.7667175700194204,0.6039109681510025,0.6039109681510025
EGLN3+TGFB1,PCK1,0.7170911624187717,0.6029791100630643,0.6029791100630643
COL1A1,SLC13A3+AQP1,0.6677991630998269,0.6019967142257865,0.6019967142257865
SLC2A1+VEGFA,AQP1,0.6821126467301867,0.6006070720222063,0.6006070720222063
COL1A1,UMOD+AQP1,0.5999168111330873,0.6719159550275715,0.5999168111330873
VIM+COL1A1,UMOD,0.5994586175750742,0.7473836320367682,0.5994586175750742
VIM+CA9,UMOD,0.5983015340372697,0.7936793420097108,0.5983015340372697
CA9+EGLN3,SLC34A1,0.7462625552916934,0.5982873682302482,0.5982873682302482
EGLN3+COL1A1,SLC13A3,0.5971934836030977,0.6076974061545123,0.5971934836030977
SLC2A1+COL1A1,SLC22A6,0.6995068541948319,0.5966739915211007,0.5966739915211007
FAP,PCK1+SLC13A3,0.699899391435141,0.5944293013435886,0.5944293013435886
VEGFA+COL1A1,AQP1,0.6087687631432559,0.594191651664371,0.594191651664371
EGLN3+TGFB1,FBP1,0.7770089482660163,0.5941583004338856,0.5941583004338856
VEGFA,SLC34A1+SLC13A3,0.6747209530368072,0.5939771921672891,0.5939771921672891
EGLN3+TGFB1,SLC22A6,0.7511218932666772,0.5939445419951989,0.5939445419951989
VIM+FAP,G6PC,0.6831673589136849,0.5929621341658791,0.5929621341658791
COL1A1,SLC34A1+SLC13A3,0.7120332338526009,0.5926464388536485,0.5926464388536485
EGLN3+FAP,G6PC,0.7394134759611507,0.5918655362676304,0.5918655362676304
SLC2A1+CA9,SLC13A3,0.5915307090348838,0.7008904920926037,0.5915307090348838
SLC2A1+VEGFA,SLC13A3,0.5911460962890052,0.6566013269259736,0.5911460962890052
VIM+TGFB1,FBP1,0.7558602262950042,0.590134434099335,0.590134434099335
VEGFA+COL1A1,SLC13A3,0.6067266708276684,0.5901139492200422,0.5901139492200422
CA9+VEGFA,UMOD,0.5899389219864298,0.7336847288859917,0.5899389219864298
SLC2A1+COL1A1,PCK1,0.6742812810980172,0.5895327598018638,0.5895327598018638
VEGFA+COL1A1,SLC34A1,0.7307672616315489,0.5883681444403521,0.5883681444403521
VIM+TGFB1,UMOD,0.6168060962329127,0.5852868641667591,0.5852868641667591
SLC2A1+FAP,SLC22A6,0.711743389709823,0.5850378207217153,0.5850378207217153
EGLN3,UMOD+SLC13A3,0.5823754628940419,0.6928737017815554,0.5823754628940419
SLC2A1,SLC22A6+AQP1,0.7395528401149147,0.5813690050549941,0.5813690050549941
COL1A1,SLC34A1+PCK1,0.6678038320452966,0.5805583986222632,0.5805583986222632
CA9+COL1A1,AQP1,0.6590247045329841,0.5800542337859885,0.5800542337859885
FAP,SLC22A6+SLC13A3,0.7102356731299984,0.5780070681835632,0.5780070681835632
SLC2A1+FAP,PCK1,0.6963072027497759,0.5775761716991247,0.5775761716991247
EGLN3+COL1A1,SLC34A1,0.7324624045676564,0.5770345317929315,0.5770345317929315
EGLN3+TGFB1,UMOD,0.5756253417117119,0.5756005822011321,0.5756005822011321
EGLN3+VEGFA,SLC34A1,0.7317277440694092,0.575034573938778,0.575034573938778
SLC2A1+TGFB1,UMOD,0.6964359438975528,0.5748006817134198,0.5748006817134198
FAP+COL1A1,UMOD,0.5747856679510293,0.6448427360176169,0.5747856679510293
SLC2A1+COL1A1,SLC34A1,0.7423353892389764,0.5747428492251117,0.5747428492251117
COL1A1,G6PC+SLC13A3,0.7249535695527678,0.5737199142373346,0.5737199142373346
TGFB1+COL1A1,UMOD,0.5842613993730612,0.5712929840244285,0.5712929840244285
SLC2A1+EGLN3,SLC13A3,0.5706970229256938,0.6627852283124425,0.5706970229256938
VIM+EGLN3,UMOD,0.5702286872994977,0.7883925764710351,0.5702286872994977
CA9+FAP,AQP1,0.6847112664333771,0.5696443943384129,0.5696443943384129
FAP,FBP1+SLC13A3,0.7108509377131266,0.5688131156481955,0.5688131156481955
TGFB1+VEGFA,UMOD,0.605990779568649,0.5687860062577947,0.5687860062577947
SLC2A1+COL1A1,G6PC,0.7050207581224232,0.5685237063429058,0.5685237063429058
COL1A1,FBP1+SLC34A1,0.6860950937521239,0.5679749853315312,0.5679749853315312
COL1A1,FBP1+PCK1,0.6298184053034999,0.567806256049624,0.567806256049624
VIM+FAP,SLC34A1,0.7199570896815094,0.5676449690407994,0.5676449690407994
EGLN3+FAP,SLC13A3,0.6032440295716575,0.5675658611640557,0.5675658611640557
CA9+EGLN3,UMOD,0.5670688847465349,0.7509207103172983,0.5670688847465349
COL1A1,FBP1+SLC22A6,0.6446288477031656,0.5663486415189132,0.5663486415189132
VEGFA,UMOD+SLC13A3,0.5654278959201902,0.6556996961237345,0.5654278959201902
FAP+VEGFA,AQP1,0.6493192391518012,0.5636230062236757,0.5636230062236757
SLC2A1+CA9,AQP1,0.706671625467888,0.5631821619485048,0.5631821619485048
CA9+FAP,SLC34A1,0.7695731184954752,0.5631812474334612,0.5631812474334612
COL1A1,SLC22A6+PCK1,0.6317792682945707,0.5631085752957766,0.5631085752957766
