gene,loading,n_mean,t_mean,expr_delta,pc1_shift,direction,cum_shift
WDR54,-0.016153506093517237,0.8692989207166109,0.349187062937063,0.5201118577795478,-0.008401630063952496,restore_normal,-5.022453561294972
GPR180,-0.016361066148579004,0.6261031800486176,0.11262820512820508,0.5134749749204126,-0.008400998030312816,restore_normal,-5.0308545593252845
C11orf31,0.016019684178788775,0.43737630200667715,0.9615792540792539,-0.5242029520725768,-0.00839756573779143,restore_normal,-5.039252125063076
RGAG1,0.016054441545708686,0.129285476504205,0.6517803030303031,-0.5224948265260981,-0.008388362650398443,restore_normal,-5.047640487713474
TMEM237,-0.01573135859900596,0.7079598086554609,0.1752229020979021,0.5327369065575589,-0.008380675315982088,restore_normal,-5.056021163029457
MPP6,-0.016399245766890946,0.5966827262208168,0.0858712121212121,0.5108115140996047,-0.008376923560277097,restore_normal,-5.064398086589734
ZNF354C,0.015620978249674998,0.2020924161155003,0.738088578088578,-0.5359961619730776,-0.008372784388090724,restore_normal,-5.072770870977825
TDRG1,0.01563024183196981,0.2332115932783219,0.7687820512820512,-0.5355704580037294,-0.00837109577665712,restore_normal,-5.081141966754482
AMDHD1,-0.014974436698066789,0.6397165155084771,0.08087266899766893,0.5588438465108081,-0.008368371803680249,restore_normal,-5.089510338558163
RPP40,-0.01610809341326538,0.7987034255981657,0.27953088578088575,0.51917253981728,-0.008362879768978987,restore_normal,-5.097873218327142
MED13,0.015868259795830064,0.35631123351719224,0.8833041958041957,-0.5269929622870035,-0.008362461236144248,restore_normal,-5.106235679563286
KLK15,0.014681633245894641,0.22643543192208346,0.7960081585081585,-0.569572726586075,-0.008362257878600978,restore_normal,-5.1145979374418875
ANG,-0.016045245315780887,0.8627603879554414,0.34178321678321677,0.5209771711722246,-0.008359206515379915,restore_normal,-5.122957143957268
ARVCF,0.01589292194077129,0.3143355337170357,0.840033508158508,-0.5256979744414723,-0.0083548768722199,restore_normal,-5.131312020829488
DDX6,0.01463442801259353,0.36447409687753884,0.9353671328671329,-0.5708930359895941,-0.008354693038080683,restore_normal,-5.139666713867569
GTF2IRD2B,-0.016304096649919,0.7543707070307022,0.2423484848484848,0.5120222221822174,-0.008348059797365174,restore_normal,-5.148014773664934
IGHMBP2,0.01579493295108531,0.3317990946564607,0.8602651515151515,-0.5284660568586907,-0.008347085935007457,restore_normal,-5.156361859599941
GABRA2,-0.015777698686783165,0.5826947510840467,0.05382867132867127,0.5288660797553754,-0.008344289652040546,restore_normal,-5.164706149251981
SGCE,-0.01558878443084965,0.8732690308927877,0.33807983682983683,0.535189194062951,-0.008342948975967502,restore_normal,-5.173049098227949
KCTD3,-0.01570552652937702,0.8761815867809996,0.34522144522144516,0.5309601415595544,-0.008339008589305358,restore_normal,-5.181388106817255
BATF,0.015810350201022696,0.1325914040531731,0.6599577505827505,-0.5273663465295775,-0.00833784662286651,restore_normal,-5.189725953440121
WDPCP,0.01591500082703202,0.2927568235265154,0.8165253496503497,-0.5237685261238343,-0.008335776526434165,restore_normal,-5.198061729966555
CLDN23,-0.015968942700372735,0.8282630313059617,0.30633741258741254,0.5219256187185491,-0.008334600299173099,restore_normal,-5.2063963302657275
HRH2,0.016392935427480368,0.0932868851493902,0.6016375291375291,-0.5083506439881389,-0.008333359281415622,restore_normal,-5.214729689547143
EBNA1BP2,-0.016195333578562343,0.9335250061280348,0.4190850815850816,0.5144399245429532,-0.008331526184103568,restore_normal,-5.223061215731247
TMED6,-0.014971240962188626,0.666900905664659,0.11047785547785544,0.5564230501868035,-0.00833034356126261,restore_normal,-5.2313915592925095
THRB,0.01517064102690345,0.16629398938806356,0.7151005244755244,-0.5488065350874609,-0.008325746937030563,restore_normal,-5.23971730622954
KCNE2,0.015869946174867575,0.20542563884092907,0.7297698135198137,-0.5243441746788846,-0.00832131382925926,restore_normal,-5.248038620058799
PPIL2,0.015441250715709176,0.27198358864135314,0.8106235431235429,-0.5386399544821898,-0.008317274582657672,restore_normal,-5.256355894641457
SYT2,0.01535257890017958,0.29181166114162344,0.8334731934731935,-0.5416615323315701,-0.008315901412312603,restore_normal,-5.2646717960537694
SLC16A7,0.015025647544346866,0.4189317203132844,0.9722931235431235,-0.5533614032298391,-0.008314613409576767,restore_normal,-5.272986409463346
RLIM,0.01544439577935992,0.235959307708693,0.774057400932401,-0.538098093223708,-0.008310599919865857,restore_normal,-5.281297009383212
TLR2,0.01591349872182728,0.09998169617578515,0.622086247086247,-0.5221045509104619,-0.008308510103573842,restore_normal,-5.289605519486786
MIR21,0.015264051276534693,0.2526393365238362,0.7969405594405595,-0.5443012229167233,-0.008308241776481406,restore_normal,-5.297913761263267
DNALI1,-0.015892424376000178,0.8390804843769903,0.31650641025641024,0.5225740741205801,-0.00830496895381963,restore_normal,-5.306218730217086
TMPRSS6,0.01600146193714337,0.14507172209014682,0.664007867132867,-0.5189361450427201,-0.008303736972708997,restore_normal,-5.3145224671897955
NUTM1,0.01624280211961581,0.14999502264429243,0.6610897435897436,-0.5110947209454512,-0.008301610416697226,restore_normal,-5.322824077606493
NBPF1,0.01610557462806574,0.40185029184430826,0.9172931235431236,-0.5154428316988153,-0.0083015029924268,restore_normal,-5.331125580598919
FAM21C,0.01568448584148113,0.24141192060635966,0.7705740093240094,-0.5291620887176498,-0.00829963528834056,restore_normal,-5.3394252158872595
PPP4R2,0.01523693813664039,0.20064577176308637,0.745259324009324,-0.5446135522462376,-0.008298243003951891,restore_normal,-5.3477234588912115
SLC26A11,0.01610546823115721,0.21225585535055028,0.727335372960373,-0.5150795176098227,-0.008295596807384781,restore_normal,-5.356019055698596
CAP2,-0.016178777937070687,0.8013692544991547,0.28901515151515145,0.5123541029840033,-0.008289263257325236,restore_normal,-5.364308318955921
PPP2R3A,0.01565886316512847,0.30199704355774964,0.8308741258741257,-0.528877082316376,-0.008281613863164517,restore_normal,-5.372589932819086
ATP8A1,0.015540989870696725,0.27983443067078695,0.8125874125874124,-0.5327529819166255,-0.008279508695549751,restore_normal,-5.380869441514635
MLLT1,0.015871636451923722,0.27339544502376817,0.7948951048951048,-0.5214996598713366,-0.008277053011279728,restore_normal,-5.389146494525915
PHGDH,-0.016312765720690025,0.9589084498373529,0.452039627039627,0.5068688227977258,-0.008268432357421248,restore_normal,-5.397414926883336
LINC00494,0.016164116968657136,0.10693126218247943,0.6184324009324008,-0.5115011387499214,-0.008267964236355053,restore_normal,-5.405682891119691
C6orf223,0.015437046542318103,0.24865209996242899,0.7839831002331004,-0.5353310002706714,-0.00826392956672406,restore_normal,-5.413946820686415
ARRB2,0.015714093739547727,0.29678152405561364,0.8226646270396271,-0.5258831029840134,-0.008263776376335017,restore_normal,-5.42221059706275
MYOM2,-0.015989223464937655,0.8076166387114109,0.290872668997669,0.5167439697137419,-0.008262334805911995,restore_normal,-5.430472931868662
NFKB2,0.0159959607538567,0.12086732296402061,0.637052738927739,-0.5161854159637184,-0.008256881655468834,restore_normal,-5.438729813524131
PRDM14,0.015966527694090214,0.12879362812837503,0.6455812937062937,-0.5167876655779187,-0.00825130457441407,restore_normal,-5.446981118098545
SOSTDC1,-0.015337136028151968,0.7461200709460508,0.2084134615384615,0.5377066094075893,-0.008246879411720576,restore_normal,-5.455227997510266
MAZ,0.01594858737276012,0.3691560224398462,0.8860897435897438,-0.5169337211498977,-0.00824436261768516,restore_normal,-5.463472360127952
BPHL,-0.01584088974372961,0.9287371110571154,0.40834061771561775,0.5203964933414977,-0.008243543474046185,restore_normal,-5.471715903601998
CELF3,0.015650939055045724,0.1638433107015288,0.6905026223776223,-0.5266593116760935,-0.00824271278981487,restore_normal,-5.479958616391813
RFWD3,-0.016334578152545704,0.68511214035929,0.18050262237762235,0.5046095179816676,-0.008242583607989967,restore_normal,-5.488201199999803
SLC5A7,0.016165409460313702,0.13241692900364038,0.6420483682983682,-0.5096314392947279,-0.008238400890048281,restore_normal,-5.496439600889851
PDPR,0.015847706182370386,0.3582754158232813,0.878100233100233,-0.5198248172769517,-0.008238030970509505,restore_normal,-5.5046776318603605
IGLL1,-0.014947486374264466,0.789225041772324,0.23811771561771558,0.5511073261546084,-0.008237669248453332,restore_normal,-5.512915301108814
ADRA1B,-0.01606768494260763,0.5583356792913102,0.04577214452214448,0.5125635347691657,-0.008235709389740267,restore_normal,-5.521151010498554
EYS,-0.016450177346604804,0.5029425270623646,0.0024490093240092867,0.5004935177383554,-0.008233207127622042,restore_normal,-5.529384217626176
PPP2R5C,0.015304099861519623,0.2594219202745359,0.7972843822843824,-0.5378624620098464,-0.008231500830361494,restore_normal,-5.5376157184565376
PGR,0.015351886179931818,0.12665390037367624,0.6627899184149186,-0.5361360180412424,-0.008230699125931025,restore_normal,-5.545846417582468
KEL,0.015552501349771734,0.17280094537646468,0.7019609557109557,-0.5291600103344911,-0.008229761774972397,restore_normal,-5.55407617935744
ITIH5,0.015137772085779726,0.22800945376464704,0.7716113053613054,-0.5436018515966583,-0.008228920934878068,restore_normal,-5.562305100292319
LYPLA1,0.015555188363733865,0.4165468711699783,0.9455099067599068,-0.5289630355899284,-0.008228119656053797,restore_normal,-5.570533219948373
TDRD9,-0.016143260211357133,0.5543816251012866,0.044699883449883404,0.5096817416514032,-0.008227924980456304,restore_normal,-5.578761144928829
SEZ6,0.01572716005320094,0.18521436347113288,0.7076821095571096,-0.5224677460859768,-0.008216933865329306,restore_normal,-5.586978078794158
GALNT18,-0.01598204897308017,0.8289095523484021,0.31478438228438227,0.5141251700640199,-0.008216773646256339,restore_normal,-5.5951948524404145
MAP1B,0.01476591731922139,0.28673529351948285,0.8431395687645687,-0.556404275245086,-0.00821581952433024,restore_normal,-5.6034106719647445
LSR,0.014825944378144287,0.3212347909671162,0.8751937645687646,-0.5539589736016484,-0.008212964930391939,restore_normal,-5.611623636895136
SNAI2,-0.0159640336669267,0.6301503589583305,0.11570512820512817,0.5144452307532024,-0.008212620983533998,restore_normal,-5.619836257878671
INSR,0.015661933729418438,0.3628026687189784,0.8868822843822843,-0.5240796156633059,-0.008208100209457782,restore_normal,-5.628044358088128
FAM223B,0.016241170394713383,0.10367938978689419,0.6087849650349652,-0.505105575248071,-0.008203505714923643,restore_normal,-5.636247863803051
ADD2,0.016236588202666137,0.09892146589012775,0.6038257575757576,-0.5049042916856299,-0.0081979230658584,restore_normal,-5.64444578686891
SBNO1,0.015881780724874124,0.3481034133956162,0.863901515151515,-0.5157981017558988,-0.008191792350393495,restore_normal,-5.652637579219303
PTH2,0.015916972681989407,0.1473345457386877,0.6619755244755244,-0.5146409787368367,-0.008191526399586521,restore_normal,-5.660829105618889
CCDC106,-0.016356440806026884,0.9026054583930527,0.40193473193473195,0.5006707264583208,-0.008189191100626003,restore_normal,-5.669018296719515
IL17C,0.015714111580979885,0.3331542198878007,0.8539393939393938,-0.5207851740515931,-0.008183676334766764,restore_normal,-5.677201973054282
NUMB,-0.016092984264542743,0.9269837973691729,0.4185606060606061,0.5084231913085668,-0.00818204641745737,restore_normal,-5.685384019471739
MAFK,0.015215633754461437,0.3403681744664862,0.8778394522144523,-0.537471277747966,-0.00817796611575547,restore_normal,-5.693561985587494
SFRP5,0.016466206978745342,0.08447910634521863,0.581120337995338,-0.4966412316501194,-0.008177797314529878,restore_normal,-5.701739782902024
CD101,0.0159211832050185,0.13374743505621195,0.6473280885780885,-0.5135806535218765,-0.008176811675274927,restore_normal,-5.709916594577299
CMIP,0.01537533354830249,0.25176482047801874,0.7834425990675992,-0.5316777785895804,-0.00817472318603532,restore_normal,-5.718091317763334
VAMP5,-0.016338853726484873,0.8633078970832696,0.3630157342657343,0.5002921628175353,-0.008174200468782464,restore_normal,-5.7262655182321165
RRAGB,-0.016329508796033967,0.8316433515907735,0.3312703962703962,0.5003729553203773,-0.008170844575201612,restore_normal,-5.734436362807318
RPL13AP17,0.01576841724686132,0.1409260664653602,0.6588490675990677,-0.5179230011337075,-0.008166825983622927,restore_normal,-5.742603188790941
PPP1R14A,-0.016040318449461757,0.7556353835400451,0.2469667832167832,0.5086686003232619,-0.008159206334427106,restore_normal,-5.750762395125368
SNED1,0.01574679831271054,0.15375479940186096,0.6714976689976689,-0.517742869595808,-0.008152792545369183,restore_normal,-5.758915187670737
UTS2R,0.015834965259390786,0.21364469815281228,0.7280244755244756,-0.5143797773716633,-0.008145185904813454,restore_normal,-5.76706037357555
HMGN3,0.015294697054108406,0.3871558533167921,0.9195862470862469,-0.5324303937694548,-0.00814336157510346,restore_normal,-5.7752037351506536
MAVS,0.01575539337396183,0.3864788259006604,0.9031993006993008,-0.5167204747986404,-0.008141134344832908,restore_normal,-5.783344869495487
TCTE3,0.015380540507412548,0.21793271685482501,0.7471955128205128,-0.5292627959656877,-0.008140347872416681,restore_normal,-5.791485217367903
RAD50,0.01603684082448611,0.15278501783820056,0.6600291375291375,-0.507244119690937,-0.008134593206640138,restore_normal,-5.799619810574543
GTF2A1,0.015487786690742217,0.20732506200286652,0.73243006993007,-0.5251050079272035,-0.008132714353017028,restore_normal,-5.807752524927561
SLC22A25,0.016005837204070478,0.13317156035284633,0.6412092074592074,-0.508037647106361,-0.008131567873123422,restore_normal,-5.815884092800684
TECTA,0.0160785857372919,0.11710487020875986,0.6227170745920746,-0.5056122043833148,-0.008129529177998283,restore_normal,-5.824013621978683
TBC1D1,0.016377693214062156,0.48745278202072073,0.9836975524475524,-0.4962447704268317,-0.008127344609133353,restore_normal,-5.832140966587816
CTAGE15,0.015555906897702493,0.2847759280092397,0.8068924825174825,-0.5221165545082428,-0.008121996511679434,restore_normal,-5.840262963099495
TNNC1,-0.0161873054208127,0.594521055285042,0.09317599067599062,0.5013450646090514,-0.00811542568204379,restore_normal,-5.848378388781539
AVPR1B,0.015839295057487966,0.13468242864987348,0.6469507575757576,-0.5122683289258841,-0.008113969210463376,restore_normal,-5.8564923579920025
DKFZP434A062,0.01604697564838359,0.12213735146874802,0.627641317016317,-0.5055039655475689,-0.008111809825303176,restore_normal,-5.864604167817306
CACUL1,0.015562015851792144,0.23708590273711744,0.7581861888111888,-0.5211002860740714,-0.008109370912258121,restore_normal,-5.872713538729564
TNFRSF13B,0.016066966081525635,0.10966880782162007,0.6141593822843824,-0.5044905744627624,-0.008105632948342587,restore_normal,-5.880819171677906
ATF7IP,0.016074661525033358,0.371558533167921,0.8756468531468531,-0.5040883199789321,-0.008103049122384043,restore_normal,-5.88892222080029
CDK15,0.015646960606091408,0.21804939035420576,0.7358595571095571,-0.5178101667553513,-0.008102155280654605,restore_normal,-5.897024376080944
CDC27,0.01570798906444806,0.17017097484455126,0.6859061771561772,-0.515735202311626,-0.008101162918061929,restore_normal,-5.905125538999006
CD84,0.0159303681773426,0.32347941783135004,0.8319755244755246,-0.5084961066441746,-0.008100530195586967,restore_normal,-5.913226069194593
KCNC3,0.015977068017828024,0.11098807468388433,0.6174898018648017,-0.5065017271809173,-0.00809241254631689,restore_normal,-5.92131848174091
LRRC59,0.015687395888375318,0.32742972562460465,0.8431614219114217,-0.515731696286817,-0.008090487291834642,restore_normal,-5.929408969032744
DST,0.015154951667033184,0.3774896144529564,0.9112208624708625,-0.5337312480179062,-0.008088671266896668,restore_normal,-5.937497640299641
DPH1,0.01581773884687674,0.30350844705431523,0.8146794871794872,-0.511171040125172,-0.008085570018786322,restore_normal,-5.945583210318428
TSPY1,0.01622284299564121,0.12695949931012773,0.6253525641025642,-0.4983930647924365,-0.008085352440244133,restore_normal,-5.953668562758672
SCN10A,0.016377858820757794,0.08998791519442188,0.5831031468531468,-0.4931152316587249,-0.008076171646471871,restore_normal,-5.961744734405144
VAPA,0.016466501846755292,0.49540103036615135,0.9857896270396268,-0.49038859667347545,-0.00807498473275152,restore_normal,-5.969819719137896
VIPR2,0.015622060382304143,0.22007351500860067,0.7369580419580419,-0.5168845269494413,-0.008074801290682885,restore_normal,-5.977894520428579
FAM220A,0.015543428921556017,0.3262624554312584,0.8456774475524474,-0.519414992121189,-0.00807349001082628,restore_normal,-5.9859680104394055
AMIGO3,0.015485381588622645,0.17024536758039494,0.6915705128205126,-0.5213251452401177,-0.008072918805787345,restore_normal,-5.994040929245193
CYP4F11,-0.015097298553253426,0.6481517954338917,0.11346445221445216,0.5346873432194396,-0.008072334453229763,restore_normal,-6.002113263698423
SERPINA9,0.01639152125773992,0.21454490377647492,0.706840034965035,-0.49229513118856005,-0.008069466107959144,restore_normal,-6.010182729806382
BPIFA3,0.015598337896862506,0.167281967736031,0.6840967365967365,-0.5168147688607055,-0.00806145139477818,restore_normal,-6.01824418120116
HNRNPA1,0.015091358112214927,0.4613923108952711,0.9953263403263403,-0.5339340294310692,-0.00805778964644217,restore_normal,-6.026301970847602
FGD4,0.015732454455112555,0.3512279083010518,0.8633886946386947,-0.512160786337643,-0.0080575462447516,restore_normal,-6.034359517092354
SLFNL1,0.016313485587866293,0.10395876394596189,0.5976631701631702,-0.4937044062172083,-0.008054039715490513,restore_normal,-6.042413556807845
KCNN1,0.015445946521876907,0.22180167431823605,0.7432328088578088,-0.5214311345395728,-0.008053997418939843,restore_normal,-6.050467554226785
SLC29A1,0.01563688469332096,0.2604730521680398,0.7746590909090909,-0.5141860387410511,-0.00804026779870928,restore_normal,-6.058507822025494
MAPKBP1,0.015988814930495632,0.31608884740497795,0.8188956876456877,-0.5028068402407098,-0.008039285514395993,restore_normal,-6.066547107539891
KLK12,0.01607555586604403,0.12269556458734503,0.6223455710955711,-0.49965000650822605,-0.008032151593092252,restore_normal,-6.074579259132983
KIR3DL3,0.01624677775890848,0.10514423092361518,0.5994434731934731,-0.49429924226985794,-0.008030769935555243,restore_normal,-6.082610029068538
NDUFB4,0.015564977405888443,0.4692822224910113,0.9851165501165501,-0.5158343276255388,-0.008028949654673169,restore_normal,-6.090638978723211
DCHS2,0.01591898154511303,0.13238856342810287,0.6365326340326339,-0.504144070604531,-0.00802546015603169,restore_normal,-6.098664438879243
DDC,-0.014000561572162703,0.8228489527750631,0.24991550116550112,0.572933451609562,-0.008021390066011373,restore_normal,-6.106685828945254
TRIM50,0.014074939108969514,0.32977015320621983,0.8994784382284383,-0.5697082850222185,-0.008018609421563174,restore_normal,-6.114704438366817
ZNF234,-0.016404862964059342,0.6087878693813414,0.12008158508158505,0.4887062842997564,-0.008017159623612128,restore_normal,-6.122721597990429
ZNF613,-0.016468453757952143,0.6770836120830931,0.19026660839160833,0.48681700369148473,-0.008017123313878034,restore_normal,-6.130738721304307
APITD1,-0.015933060944325148,0.8154262703763844,0.31241258741258743,0.503013682963797,-0.008014547666491626,restore_normal,-6.138753268970799
TIMM17A,0.016320922469756194,0.42012039848816823,0.9109906759906762,-0.49087027750250795,-0.00801145574182614,restore_normal,-6.146764724712625
PSG9,0.01537910699163749,0.12394846670684226,0.6442759324009323,-0.52032746569409,-0.008002171765596996,restore_normal,-6.154766896478222
APOL1,0.015314020609753124,0.27647284236982067,0.7987820512820514,-0.5223092089122308,-0.007998653989945752,restore_normal,-6.162765550468167
WIPF2,0.01589669035595219,0.33808233723779235,0.8404749417249417,-0.5023926044871494,-0.00798637967065257,restore_normal,-6.17075193013882
C9orf163,0.015518184938716798,0.19817796669132148,0.7127797202797201,-0.5146017535883987,-0.007985685181972742,restore_normal,-6.178737615320793
UMOD,-0.015161087313633633,0.9724265197793692,0.44573426573426567,0.5266922540451036,-0.007985227250992322,restore_normal,-6.186722842571785
OR7D2,0.01621351738441032,0.12586019945816393,0.6180579836829837,-0.49219778422481975,-0.007980257331097354,restore_normal,-6.194703099902883
CPVL,-0.014985390425178784,0.9590144193459649,0.42650058275058267,0.5325138365953822,-0.007979927748191661,restore_normal,-6.202683027651075
FAM174A,0.014356419500503998,0.3691223048689243,0.924589160839161,-0.5554668559702367,-0.007974515202934752,restore_normal,-6.210657542854009
SLC27A2,-0.014467999824508483,0.8529571380097642,0.30216783216783216,0.5507893058419321,-0.007968819580262222,restore_normal,-6.2186263624342715
MTSS1L,0.015068191689195633,0.22509047548197386,0.7538111888111889,-0.5287207133292151,-0.007966865058492865,restore_normal,-6.2265932274927644
MXD3,0.016002757612911415,0.19799492844917368,0.695824592074592,-0.49782966362541836,-0.007966647439514793,restore_normal,-6.2345598749322795
ZNF253,0.015472615330150858,0.19336598764117222,0.7081453962703963,-0.5147794086292241,-0.007964983769602526,restore_normal,-6.242524858701882
ADAMTSL1,0.014961505833949852,0.2872405218837739,0.8195104895104895,-0.5322699676267156,-0.007963560225883405,restore_normal,-6.250488418927765
TPD52L3,0.016057919981277622,0.11104212983726716,0.6067890442890443,-0.4957469144517772,-0.007960664283231922,restore_normal,-6.258449083210997
CD177,0.015938983081502555,0.13670655330426837,0.6360882867132868,-0.49938173340901837,-0.007959637000017764,restore_normal,-6.266408720211015
SEC22A,-0.01644441137308369,0.7416447324055828,0.2584644522144522,0.48318028019113063,-0.007945615294824793,restore_normal,-6.27435433550584
GATC,0.016172879748741566,0.46975426848391877,0.9609411421911422,-0.49118687370722347,-0.007943906242627237,restore_normal,-6.282298241748467
OLFM4,-0.014525985846418824,0.5660388062481334,0.019188519813519763,0.5468502864346136,-0.007943539520859277,restore_normal,-6.2902417812693265
PTGER4,-0.01631923832694613,0.7586228673636393,0.2718764568764568,0.4867464104871825,-0.007943330677525881,restore_normal,-6.298185111946853
OTX1,0.016478790914777934,0.08631537596161969,0.5681643356643359,-0.4818489597027162,-0.007940288259444319,restore_normal,-6.306125400206297
TSPAN16,0.016317190905049295,0.09784678521693235,0.5844667832167832,-0.4866199979998509,-0.007940271405578273,restore_normal,-6.314065671611876
LYZL4,0.016205807590582082,0.09984307949532818,0.5897785547785547,-0.4899354752832265,-0.007939800044240353,restore_normal,-6.322005471656116
PGF,0.015652412083156285,0.3887127487741254,0.8959338578088578,-0.5072211090347324,-0.007939233815887176,restore_normal,-6.329944705472003
CEP135,-0.016203469093946654,0.651026352154874,0.1615384615384615,0.4894878906164125,-0.007931401907464181,restore_normal,-6.337876107379467
LOC155060,0.01572202372842626,0.1606856334247097,0.6651340326340327,-0.5044483992093229,-0.007930949702135617,restore_normal,-6.345807057081602
C11orf58,0.016271705430922417,0.4675005432275315,0.9548936480186481,-0.4873931047911166,-0.007930717030223751,restore_normal,-6.353737774111826
CCBE1,0.01588007852585469,0.3733097060577095,0.8726136363636365,-0.499303930305927,-0.007928985621525997,restore_normal,-6.361666759733352
AJUBA,-0.01631480377698065,0.68032799168514,0.19437062937062935,0.4859573623145107,-0.007928299010140333,restore_normal,-6.369595058743492
MCAM,0.015018460885315905,0.28529614196060715,0.8128132284382283,-0.5275170864776212,-0.00792249472959996,restore_normal,-6.377517553473092
NR6A1,0.015589213722963024,0.24825177070767293,0.7562412587412586,-0.5079894880335857,-0.007919156697974135,restore_normal,-6.385436710171066
NRARP,0.01567959564776221,0.15931819860398552,0.6643575174825175,-0.5050393188785319,-0.00791881230623662,restore_normal,-6.393355522477303
SLC22A14,0.01552213485231274,0.2039426009199009,0.7140894522144523,-0.5101468512945514,-0.007918568220276761,restore_normal,-6.40127409069758
WNK2,0.016045966797521537,0.11329157349734695,0.6067817599067599,-0.4934901864094129,-0.007918527146028153,restore_normal,-6.409192617843608
PDAP1,0.015487799567308575,0.25658108112447564,0.7675480769230769,-0.5109669957986013,-0.00791375441643854,restore_normal,-6.417106372260047
CDSN,0.01555191750038006,0.19037315182219383,0.6990399184149184,-0.5086667665927246,-0.007910743589235133,restore_normal,-6.425017115849283
VCY,0.015891240620887686,0.12607749047077219,0.6236043123543124,-0.49752682188354014,-0.007906318441896865,restore_normal,-6.43292343429118
POLR2J4,0.015164053793701678,0.2777187868953182,0.7990850815850816,-0.5213662946897635,-0.007906026538898495,restore_normal,-6.440829460830078
NR4A3,0.014828769272803364,0.1074380961453858,0.6405375874125875,-0.5330994912672017,-0.007905209355450185,restore_normal,-6.448734670185528
BCHE,-0.01485533272356721,0.57142612480211,0.03946532634032629,0.5319607984617837,-0.007902454657044276,restore_normal,-6.4566371248425725
TM4SF5,-0.013277215976105356,0.6638053115342994,0.06863053613053609,0.5951747754037634,-0.007902264036565765,restore_normal,-6.464539388879138
TMEM114,-0.01629923020813759,0.6412348765990424,0.1564160839160839,0.4848187926829586,-0.007902173111170873,restore_normal,-6.472441561990309
ECE1,0.01591695353564204,0.35054659928861265,0.8469930069930071,-0.4964464077043944,-0.00790191440436725,restore_normal,-6.480343476394676
FAM212B,0.015570220315577398,0.2709410199404643,0.7781993006993005,-0.5072582807588362,-0.007898123188316095,restore_normal,-6.4882415995829925
BDNF-AS,-0.016339919450810845,0.4899965854269447,0.006805069930069866,0.48319151549687483,-0.007895310442534154,restore_normal,-6.496136910025527
MC2R,0.01573562717176311,0.1353626672632357,0.6369041375291374,-0.5015414702659018,-0.007892069587282143,restore_normal,-6.504028979612809
REEP6,-0.015093841118104565,0.7215651161222438,0.19883012820512821,0.5227349879171156,-0.007890078854495252,restore_normal,-6.511919058467304
GLI1,0.015572810257550397,0.16334182873400685,0.669433275058275,-0.5060914463242682,-0.00788126606657708,restore_normal,-6.519800324533881
LOC728613,0.014522893802195392,0.19208150874890684,0.7347552447552447,-0.5426737360063378,-0.007881193037260661,restore_normal,-6.527681517571142
DCDC2,-0.015627569438379327,0.7177689457960612,0.21349067599067598,0.5042782698053853,-0.007880643677649443,restore_normal,-6.535562161248791
CCL22,0.016360760933079137,0.09513653475425238,0.576803613053613,-0.4816670782993607,-0.00788043991739055,restore_normal,-6.5434426011661815
KRTAP4-8,0.015832020671635715,0.13434097134434625,0.6319871794871794,-0.49764620814283317,-0.007878745054478465,restore_normal,-6.55132134622066
NXPH4,0.015695356725231487,0.10581376554620853,0.6077534965034966,-0.5019397309572882,-0.007878123131941356,restore_normal,-6.559199469352601
SLC25A16,0.015948037110554487,0.4369690151579213,0.9309178321678323,-0.493948817009911,-0.007877514064388549,restore_normal,-6.56707698341699
MYO18A,0.015275004791049436,0.17822626309767065,0.6937922494172494,-0.5155659863195787,-0.007875272911133694,restore_normal,-6.574952256328124
RFFL,0.01573401576043536,0.15556002744503225,0.6553802447552447,-0.4998202173102124,-0.007864179176543109,restore_normal,-6.582816435504667
CKLF,-0.015944289003741376,0.820425569264989,0.3275495337995338,0.4928760354654552,-0.007858557952479502,restore_normal,-6.590674993457147
DLEC1,0.01564918732444565,0.1685065042799907,0.6706570512820513,-0.5021505470020606,-0.007858247975108097,restore_normal,-6.598533241432254
LEAP2,-0.015340722364787429,0.7073384419913278,0.19537004662004656,0.5119683953712812,-0.007853965012936547,restore_normal,-6.6063872064451905
GLIS3,-0.014515823712709375,0.8382734034730169,0.2972348484848485,0.5410385549881684,-0.00785362028598727,restore_normal,-6.614240826731177
FAM19A5,0.016041755775715517,0.1316922688285873,0.6211873543123544,-0.4894950854837671,-0.007852360614743582,restore_normal,-6.622093187345921
DFNA5,-0.015524779369050104,0.857386449389926,0.351768648018648,0.505617801371278,-0.00784960481135329,restore_normal,-6.629942792157274
ZSWIM4,-0.01603534153880191,0.7487195351042728,0.2593356643356643,0.4893838707686085,-0.007847437511355535,restore_normal,-6.63779022966863
LMAN1L,0.01558990659487758,0.1560845229927073,0.658962703962704,-0.5028781809699967,-0.007839823869924193,restore_normal,-6.645630053538554
ABRACL,-0.014877574090470188,0.8546092989849406,0.3282328088578088,0.5263764901271318,-0.007831205231348053,restore_normal,-6.653461258769902
TMEM26,-0.015936900970394217,0.5081660745575773,0.017990967365967305,0.49017510719161006,-0.007811872141465059,restore_normal,-6.661273130911367
RAP2B,0.015883647310192872,0.4505604074367046,0.9423455710955712,-0.49178516365886654,-0.007811342091942917,restore_normal,-6.669084473003309
DIRAS1,0.015467619361577761,0.22731904636005437,0.7322902097902099,-0.5049711634301555,-0.00781070174451072,restore_normal,-6.67689517474782
JRK,0.015477352891504516,0.3198973273205449,0.8240777972027971,-0.5041804698822522,-0.007803379053372181,restore_normal,-6.684698553801192
