gene,loading,n_mean,t_mean,expr_delta,pc1_shift,direction,cum_shift
HMGN5,-0.01589769450917412,0.7305018780151803,0.2396911421911422,0.4908107358240381,-0.00780275913995352,restore_normal,-6.692501312941145
MTTP,-0.014085482404245966,0.6369313371104149,0.0830099067599067,0.5539214303505082,-0.007802250560536841,restore_normal,-6.700303563501682
USP19,0.015757889735391637,0.31207378046757167,0.807121212121212,-0.49504743165364035,-0.007800902841786892,restore_normal,-6.708104466343468
SOX10,0.015898647493847225,0.1493051504392382,0.6399533799533799,-0.49064822951414166,-0.007800643244525587,restore_normal,-6.715905109587994
C2orf76,-0.016015675981107185,0.6941516605636079,0.20723484848484847,0.4869168120787594,-0.007798301892007069,restore_normal,-6.723703411480001
NABP1,-0.015114192706190658,0.7252917105084289,0.20962995337995333,0.5156617571284756,-0.0077938111684526645,restore_normal,-6.7314972226484535
NEU3,0.01591034337944234,0.11725044448321661,0.6070687645687646,-0.48981832008554793,-0.007793177666102666,restore_normal,-6.739290400314556
CADM3,0.0160694547202929,0.2279018786574198,0.7126821095571094,-0.48478023089968963,-0.007790153969735699,restore_normal,-6.747080554284292
S1PR2,0.015172167416398732,0.2077344896497761,0.7211611305361304,-0.5134266408863544,-0.007789794951566999,restore_normal,-6.754870349235858
PARD3B,0.015379843527476539,0.1560085246582483,0.6622508741258741,-0.5062423494676258,-0.007785928121794181,restore_normal,-6.762656277357652
LRRC25,0.01591528563143438,0.3139587532419712,0.8030827505827507,-0.4891239973407795,-0.007784548126867456,restore_normal,-6.77044082548452
RAP1A,0.01623286886275765,0.4241552678084971,0.9036217948717947,-0.4794665270632976,-0.007783117257900353,restore_normal,-6.77822394274242
CLDN6,0.016048294400237674,0.13583150205891256,0.6207342657342657,-0.4849027636753531,-0.007781862306950942,restore_normal,-6.786005805049371
BTNL8,0.015628786356063684,0.1517274635502354,0.6495381701631703,-0.4978107066129349,-0.007780177179414659,restore_normal,-6.793785982228785
JAK3,0.015981790601570563,0.14977612603306883,0.636322843822844,-0.48654671778977515,-0.0077758877615976335,restore_normal,-6.801561869990382
KRTAP4-5,0.01632151239221642,0.09626473538129214,0.5726587995337995,-0.47639406415250735,-0.007775471621643493,restore_normal,-6.809337341612026
MAGEL2,-0.016368935314926173,0.634363449724961,0.15946678321678318,0.47489666650817774,-0.007773552815346428,restore_normal,-6.817110894427373
ZNF280C,-0.016281885626037582,0.5329543763801459,0.05611888111888109,0.4768354952612648,-0.007763780996278898,restore_normal,-6.824874675423652
CRTC1,0.015522942288190622,0.3599982231375324,0.8600844988344989,-0.5000862756969665,-0.007762810396760195,restore_normal,-6.8326374858204115
PTH1R,-0.01563548100002212,0.9406078368198015,0.4441433566433567,0.49646448017644484,-0.007762460946984662,restore_normal,-6.840399946767397
FAM71D,0.016115663360725473,0.10608243571450736,0.5870935314685315,-0.4810110957540241,-0.0077518128919455385,restore_normal,-6.848151759659342
TRIM69,0.015714473050049395,0.31685899954079877,0.8100029137529138,-0.493143914212115,-0.007749496749682152,restore_normal,-6.855901256409024
AKAP9,0.01466983020398884,0.3345173731122174,0.8627418414918414,-0.528224468379624,-0.007748963260721356,restore_normal,-6.863650219669745
SPRTN,-0.016393435953944935,0.5545202417817435,0.08203962703962701,0.4724806147421165,-0.007745580697255418,restore_normal,-6.871395800367001
PAFAH1B2,0.016171686519773264,0.4511111277617634,0.9300466200466201,-0.4789354922848567,-0.007745194644423989,restore_normal,-6.879140995011425
HAUS5,0.015504864502960606,0.25504612884821853,0.7544988344988345,-0.49945270565061595,-0.0077439465267498675,restore_normal,-6.886884941538175
SDR39U1,0.015981187497127618,0.4476392883558778,0.9321328671328672,-0.48449357877698945,-0.0077427827235894385,restore_normal,-6.894627724261764
CALML4,-0.015034769098282639,0.7919235178451582,0.277039627039627,0.5148838908055313,-0.007741160410686535,restore_normal,-6.902368884672451
SRRM4,0.01597374909442881,0.12158716634322768,0.6060984848484847,-0.484511318505257,-0.007739462235213859,restore_normal,-6.9101083469076645
FGGY,-0.016152584971594358,0.8769747524969735,0.39803175990675993,0.4789429925902136,-0.007736167384363112,restore_normal,-6.917844514292027
RASGRF1,0.015431964691820482,0.16995635982963525,0.67120337995338,-0.5012470201237447,-0.0077352263164298584,restore_normal,-6.925579740608457
DEFB4A,0.015363752451010015,0.15510136144058584,0.6583741258741259,-0.5032727644335401,-0.0077321581680923875,restore_normal,-6.93331189877655
LIN7A,0.015697871995582265,0.45563784545792213,0.9481512237762237,-0.4925133783183016,-0.00773141196895248,restore_normal,-6.941043310745503
ABCB1,-0.01625767155628803,0.8581175319594404,0.38256847319347315,0.47554905876596726,-0.007731320406319011,restore_normal,-6.948774631151822
GRPR,0.015890250136331323,0.22648413508008186,0.7129924242424243,-0.4865082891623424,-0.00773073840818823,restore_normal,-6.95650536956001
P4HA3,0.015564091020845734,0.18290551266228586,0.6794755244755244,-0.49657001181323857,-0.007728660862083687,restore_normal,-6.9642340304220935
GRIP2,0.01528258458701507,0.31278559585370214,0.8184688228438228,-0.5056832269901207,-0.007728146690711262,restore_normal,-6.971962177112805
DCDC2B,0.015648704020659113,0.15205340006914772,0.6456410256410255,-0.49358762557187785,-0.00772400666083423,restore_normal,-6.979686183773639
CPA4,0.015127421828692825,0.18245594504999296,0.6929967948717949,-0.5105408498218019,-0.007723166796033711,restore_normal,-6.987409350569672
FAM189B,0.016030290053028955,0.38969055833086236,0.871437937062937,-0.4817473787320747,-0.00772255021336155,restore_normal,-6.995131900783034
HNRNPA3P1,-0.016394801810729838,0.5241460623764358,0.053111888111888064,0.47103417426454774,-0.007722511933148041,restore_normal,-7.002854412716181
TMEM158,-0.015427504637995465,0.7612672882830908,0.2607575757575757,0.5005097125255151,-0.007721615911349161,restore_normal,-7.010576028627531
RALGAPA2,0.01534879429507161,0.3807484444425416,0.8838141025641025,-0.5030656581215609,-0.007721451303422659,restore_normal,-7.018297479930953
MRC2,0.015386579799790643,0.25022344580730027,0.7519172494172495,-0.5016938036099492,-0.007719351744304978,restore_normal,-7.026016831675258
DDX52,-0.01581634759337359,0.7694076732628227,0.2813825757575757,0.488025097505247,-0.007718774576433025,restore_normal,-7.033735606251691
SERPINB8,0.015278990043930808,0.36632107048470874,0.8711480186480187,-0.50482694816331,-0.007713245914895187,restore_normal,-7.041448852166586
TIMM13,0.015441693408059688,0.328413957575803,0.827794289044289,-0.499380331468486,-0.007711277972551582,restore_normal,-7.049160130139137
CLNK,0.015324311229500141,0.45400388126705277,0.9570483682983684,-0.5030444870313155,-0.007708810281552127,restore_normal,-7.0568689404206895
TCF7,0.015458179850896158,0.37132786216685165,0.8698834498834498,-0.49855558771659814,-0.00770676194059241,restore_normal,-7.064575702361282
MLXIP,0.015088077005130025,0.1447655879541569,0.6554632867132867,-0.5106976987591298,-0.007705446205220448,restore_normal,-7.0722811485665025
BCAN,0.01562394903111782,0.28964517341000245,0.7828205128205129,-0.49317533941051045,-0.007705346366354047,restore_normal,-7.079986494932856
FSIP1,-0.016144257784910316,0.5587964860939105,0.08182109557109553,0.476975390522815,-0.007700413661658595,restore_normal,-7.087686908594515
DPY30,0.015533626747160537,0.33927957860529134,0.8348557692307692,-0.49557619062547786,-0.007698095569955852,restore_normal,-7.095385004164471
NECAB1,-0.016196337442224,0.5035440913435757,0.02826048951048946,0.4752836018330862,-0.0076978535960442965,restore_normal,-7.103082857760515
FAM117B,-0.015391785338630013,0.8845831491354923,0.384669289044289,0.4999138600912033,-0.007694566822329719,restore_normal,-7.110777424582844
LDB3,0.015895792222477244,0.1365422470459661,0.6204254079254079,-0.48388316087944183,-0.007691706185295136,restore_normal,-7.11846913076814
CAPS2,-0.015518997967608703,0.7750823939689437,0.27974650349650343,0.4953358904724403,-0.007687116677525448,restore_normal,-7.126156247445665
MTA2,-0.01638174422766261,0.7438679512882788,0.2746984265734265,0.46916952471485224,-0.007685815153292742,restore_normal,-7.133842062598958
BRD8,0.015532375949574696,0.14224105173131693,0.6370221445221447,-0.4947810927908277,-0.007685125945968538,restore_normal,-7.141527188544926
TEX40,0.015390097641594658,0.22509582747735835,0.7242992424242424,-0.499203414946884,-0.007682789299050039,restore_normal,-7.149209977843976
FAM205A,0.01573559655323547,0.12972434012572903,0.6176238344988346,-0.4878994943731056,-0.007677389601982768,restore_normal,-7.156887367445959
BLNK,0.015505242695937192,0.37393963591445784,0.8686946386946387,-0.49475500278018086,-0.0076712963931357845,restore_normal,-7.164558663839095
LRFN3,-0.01625205002287678,0.756672065046011,0.2846867715617716,0.47198529348423945,-0.007670728599768038,restore_normal,-7.172229392438863
ZBTB1,0.014983975851892897,0.18378698630210297,0.6955885780885781,-0.5118015917864751,-0.007668822692288889,restore_normal,-7.179898215131153
TMSB15B,-0.01632065319605575,0.5290426029536593,0.05934003496503493,0.4697025679886244,-0.007665852717439136,restore_normal,-7.187564067848592
ALDOB,-0.0155177530801106,0.9329833841951296,0.4390938228438228,0.4938895613513068,-0.007664056261893714,restore_normal,-7.195228124110486
DLL4,0.015546862149236652,0.22286565100066255,0.7156031468531467,-0.49273749585248416,-0.007660521923778638,restore_normal,-7.202888646034264
FAM155B,0.015237258957733658,0.285387661081681,0.7878438228438227,-0.5024561617621417,-0.007656054651678666,restore_normal,-7.210544700685943
POLR3E,-0.016473657510946187,0.7134809270940484,0.24879953379953376,0.46468139329451463,-0.00765500212484312,restore_normal,-7.218199702810786
MIR1292,0.016198570219057157,0.16206751863297192,0.6343939393939394,-0.4723264207609675,-0.007651012693012468,restore_normal,-7.225850715503798
FBXO44,0.015345207798258705,0.19892403484791235,0.6974446386946387,-0.49852060384672636,-0.007649902257741424,restore_normal,-7.233500617761539
C5,-0.015798386063324753,0.7727483887817895,0.2886815268065268,0.4840668619752627,-0.007647475165947337,restore_normal,-7.241148092927486
UNK,0.015950337477604506,0.24205576565110767,0.7215049533799535,-0.4794491877288458,-0.007647376347638448,restore_normal,-7.248795469275125
TSPYL6,-0.01633554308777129,0.4921951851308723,0.02413461538461532,0.468060569746257,-0.007646023604776761,restore_normal,-7.256441492879902
GJA8,0.01586884245302107,0.13491738124725036,0.6166826923076922,-0.48176531106044185,-0.007645057820548841,restore_normal,-7.26408655070045
P2RX5,0.015686381536303064,0.08891376972076492,0.5762354312354312,-0.48732166151466627,-0.007644313513424193,restore_normal,-7.2717308642138745
TMEM189,0.0160771626630997,0.47282898983227917,0.9481293706293706,-0.47530038079709147,-0.007641481535908068,restore_normal,-7.279372345749783
TAC3,0.01578227030942423,0.16488534420287912,0.6490370046620045,-0.4841516604591254,-0.007641012376122496,restore_normal,-7.287013358125906
CTNND1,0.016051150524983016,0.4722723823122975,0.9482925407925408,-0.47602015848024326,-0.007640671216692655,restore_normal,-7.294654029342598
PCOLCE2,-0.013980723335500555,0.6964856657507618,0.15020396270396266,0.5462817030467991,-0.007637413353543369,restore_normal,-7.302291442696141
ABCB10,-0.015374302844420457,0.73299216146756,0.23651952214452215,0.4964726393230378,-0.0076329207109211115,restore_normal,-7.309924363407062
BHLHB9,-0.016411937644519432,0.6610688362942356,0.19626893939393938,0.4647998969002962,-0.007628266925106723,restore_normal,-7.317552630332169
KCNJ10,-0.01590967996690002,0.7276605036655817,0.24828234265734261,0.47937816100823905,-0.007626753124762154,restore_normal,-7.3251793834569305
PCSK1N,-0.015655981042951222,0.8446069548109623,0.357830710955711,0.48677624385525126,-0.007620959645956815,restore_normal,-7.332800343102887
CUL3,0.015281657654260693,0.2483657682093615,0.7469682400932401,-0.49860247188387863,-0.0076194722808975756,restore_normal,-7.340419815383785
NOL4L,0.014654531174777738,0.2383270304667689,0.7579982517482518,-0.5196712212814829,-0.007615538112904312,restore_normal,-7.348035353496689
UBE2R2,0.016163993686579222,0.47221136956491483,0.9430011655011655,-0.4707897959362507,-0.007609843289219476,restore_normal,-7.3556451967859084
FAM21A,0.015730578951595284,0.40634222157046807,0.889941724941725,-0.4835995033712569,-0.007607300168733826,restore_normal,-7.363252496954642
C11orf86,0.01580988435339587,0.25581842178219305,0.7367497086247088,-0.48093128684251574,-0.007603468026910031,restore_normal,-7.370855964981552
HSF1,0.015363457453853584,0.32007126717053913,0.8145818764568765,-0.4945106092863374,-0.007597392706249858,restore_normal,-7.378453357687802
SOX1,0.016464434608173702,0.08597498905516938,0.547357226107226,-0.46138223705205667,-0.0075963976713164846,restore_normal,-7.386049755359119
C1orf106,-0.015769655000483287,0.7918865890770054,0.3103671328671328,0.4815194562098726,-0.007593395700450011,restore_normal,-7.393643151059569
CD300LB,0.015846782282473135,0.1253233943211047,0.6044522144522144,-0.4791288201311097,-0.007592650097875926,restore_normal,-7.401235801157445
BROX,0.014944567668431894,0.2993552986359904,0.8073761655011655,-0.5080208668651751,-0.00759215222184204,restore_normal,-7.408827953379287
GPD2,0.014970803016621985,0.1968817134092103,0.7038315850815849,-0.5069498716723746,-0.007589446668108913,restore_normal,-7.416417400047396
HOXA13,0.01586339931082531,0.13038210035847658,0.6087893356643356,-0.478407235305859,-0.007589165006844805,restore_normal,-7.424006565054241
LENG8,0.015042634111638453,0.35546989984275834,0.8596955128205128,-0.5042256129777545,-0.007584881405740978,restore_normal,-7.431591446459982
ATRX,0.015732508557514107,0.3915921222909537,0.8736421911421913,-0.48205006885123763,-0.00758385683335236,restore_normal,-7.439175303293334
CNGB3,0.0162200180334421,0.09941277906641927,0.5664306526806527,-0.46701787361423347,-0.00757503833196265,restore_normal,-7.446750341625297
TUSC5,0.01574491035384826,0.14959629898815172,0.6306949300699302,-0.4810986310817784,-0.007574854817741718,restore_normal,-7.454325196443039
DAPP1,0.015520597155309132,0.18974910916036822,0.6777826340326342,-0.4880335248722659,-0.007574571737827979,restore_normal,-7.461899768180866
IQUB,-0.01609035779340706,0.4916487464021211,0.02093240093240089,0.4707163454697202,-0.007573994417812801,restore_normal,-7.469473762598679
OR51B2,0.016269459608807206,0.09291385107109476,0.5584411421911423,-0.46552729112004754,-0.007573877459675047,restore_normal,-7.4770476400583545
INSM1,-0.015368136596314736,0.5209969482922318,0.028339160839160778,0.492657787453071,-0.007571232172816987,restore_normal,-7.484618872231172
PTPRU,0.015222710049134678,0.25317881765858763,0.7504108391608392,-0.49723202150225154,-0.007569218890473874,restore_normal,-7.492188091121646
NSF,-0.016432052821741348,0.9187460060734443,0.4581337412587413,0.46061226481470297,-0.0075688050657771126,restore_normal,-7.499756896187423
NCBP1,-0.0161129944905652,0.7807153691110658,0.3111931818181818,0.469522187292884,-0.007565408417048362,restore_normal,-7.507322304604471
CTH,-0.013093699973640982,0.7011777601042996,0.12339743589743588,0.5777803242068636,-0.007565282215837688,restore_normal,-7.514887586820309
OBP2A,0.015815092060907622,0.1656126803756244,0.6438898601398602,-0.4782771797642358,-0.007563997628602653,restore_normal,-7.522451584448912
SLC37A2,0.016397685438128713,0.08623830722808377,0.5472261072261072,-0.4609877999980234,-0.00755913293518258,restore_normal,-7.530010717384094
RASL10B,0.015419662836277942,0.303205524115556,0.7931803613053614,-0.4899748371898054,-0.007555246787726977,restore_normal,-7.537565964171821
KCNK5,-0.01532676096394335,0.6986136191156146,0.20578962703962703,0.4928239920759876,-0.0075533955238449735,restore_normal,-7.545119359695667
