gene,r_PC2,p_PC2
GPRC5D,0.024136841346014553,0.828524965409501
NEUROD1,0.02410493767189746,0.8287481679443751
ZBTB14,-0.02407813480260102,0.8289356950290894
BEST3,-0.02405974037235517,0.8290643977521888
KPNA4,0.02405821486768874,0.8290750716530375
PSMC6,-0.024028602386326137,0.8292822752439369
CHM,-0.024026154391445315,0.8292994048040504
PPP1R14A,-0.024015921696049533,0.8293710077647799
PCDH9,-0.024012442953385817,0.8293953504728143
SARAF,-0.023990335687076023,0.8295500511349562
C19orf84,0.023975365153759025,0.8296548145558564
EFNA5,0.02397407439604956,0.8296638473855088
CIZ1,0.023961008610520404,0.8297552840813983
FGD2,0.02395013534644011,0.8298313788465377
CACNA1A,-0.023916652994858442,0.8300657094581073
ENKUR,0.023900965296516002,0.8301755069686411
TMPRSS11D,0.023887259193850884,0.8302714380418857
MRPL43,0.023877588449110948,0.8303391265322336
AKR1C3,0.02385972168561646,0.8304641847057298
IP6K2,-0.02385437121183518,0.8305016360958991
TREML5P,0.02384833421635506,0.8305438933444569
ATXN3L,-0.02384618004577178,0.8305589720412871
CWF19L2,-0.023845090487701025,0.830566598719593
MDM2,-0.023833810610135203,0.8306455564204619
PDZD11,0.023827400014610547,0.8306904305173852
OR4D2,-0.023818653506831614,0.8307516568478364
ARCN1,-0.023810383441558017,0.8308095489658472
DTHD1,0.02380361490533375,0.8308569307494734
CUL1,-0.023781438633036493,0.831012175533236
CECR5-AS1,0.02377349579997029,0.8310677808351492
SNTB2,0.023754489950100502,0.8312008382426249
PVRIG,-0.02375277743401011,0.831212827571496
ZFP92,0.02365532520908613,0.8318951542418559
CLDN23,0.023653933606690408,0.831904898660695
SMIM13,-0.023652000941223078,0.8319184318080756
KIAA1524,-0.02364142860388914,0.8319924635916497
CAPZB,0.023639196844328143,0.8320080914620513
ARHGEF25,0.02361832336984806,0.8321542608790603
LEF1,-0.023605009798661994,0.8322474939941034
ZFP91,-0.02358079223928114,0.8324170921818197
FAM168B,0.023580766545623535,0.8324172721213511
KCTD7,0.0235700258307444,0.8324924929640641
PPP3CB,0.02355888848980723,0.8325704931022333
LINC00173,-0.023548989427537637,0.8326398223391771
MINK1,0.023537920273456497,0.832717347963451
MPHOSPH6,0.02353577880778613,0.8327323464450211
TFPI,-0.023514361576740833,0.8328823525772793
GET4,0.023494915700584318,0.8330185565265072
MZT2A,0.023493115761601797,0.8330311640137477
RPL32,0.023480212826251064,0.8331215425292409
INTS5,0.023472998807148628,0.8331720740162266
SMARCC1,-0.023434098313928113,0.8334445689731133
SOX5,-0.02341569525181239,0.8335734878486565
ARL8B,-0.023404933325091852,0.8336488803531089
XPOT,-0.023392685415511996,0.8337346847127827
CHAF1A,-0.023385320553293017,0.833786281170288
ZDHHC19,-0.023327021865840753,0.8341947325552937
PRMT9,-0.02330943446586997,0.8343179617576699
TEX14,0.023284148485510962,0.834495139410615
LAMB2,0.023282352370877397,0.8345077250135544
PMFBP1,0.023275070099753555,0.8345587532367589
TOP1,0.023266398995546042,0.8346195141623781
CCDC62,0.023246849333720974,0.8347565078300329
RNF6,0.023225270198765136,0.8349077286835578
OR51B5,0.02321171222264886,0.8350027424483842
WNT9B,-0.023202457997198743,0.835067597054629
COPZ1,-0.023194589593964546,0.8351227405357249
MED25,-0.023179196911235746,0.8352306181039021
TLK1,0.023149000566903753,0.835442254000552
LAD1,-0.0231389963448631,0.8355123727663128
AP1G1,0.023136574953726514,0.8355293442896108
RCVRN,-0.023132781138104505,0.8355559352831673
LCE1E,0.023111981986037387,0.8357017205837559
SPRR2G,-0.023098015606205426,0.835799616764298
PHAX,-0.02308591118330648,0.835884463731517
FAM161B,0.02308402852853688,0.8358976605264123
PNPLA2,-0.023078205157366003,0.8359384807428567
WDR93,0.02299443789886131,0.8365257139164165
SH3BP5,0.022993762310458056,0.836530450354147
HIP1R,-0.02297794207364659,0.8366413650607911
TRIP11,-0.022974701350846657,0.8366640859622496
SAFB,0.022971146056020027,0.8366890125008185
BCAR4,0.022962949264900417,0.8367464816615159
ZNHIT3,-0.02294199411267321,0.8368934058478099
DNALI1,-0.022892353916304238,0.8372414735704007
KCNJ11,-0.022887470614621014,0.8372757160537304
TSPAN12,-0.022884115140486834,0.837299245344122
DKK2,0.022883973911483613,0.8373002356747296
TFE3,-0.022856120746896233,0.8374955534839071
ARTN,0.022821829142272168,0.8377360337718662
CRYGA,-0.02281222172768993,0.8378034113519647
LILRB2,0.022804386482487934,0.8378583614281546
ANKS1A,0.022800838069565343,0.8378832473833454
UBE2S,-0.022754237247975623,0.8382100859893404
CELF2,0.022753317332070686,0.8382165381693437
FPR3,-0.022733663984414232,0.8383543869459167
IDH2,0.02273076281469881,0.8383747361917029
CD274,0.022728047113741594,0.8383937846275148
WFIKKN2,-0.022719311444189927,0.8384550588822243
PER3,-0.022713200361380338,0.83849792417541
SETD7,-0.02271205879389744,0.8385059315850577
CD7,0.022696310361734903,0.838616399043954
IHH,0.02268418560559736,0.8387014503351005
CSPG5,0.022659617443438036,0.8388737938126103
MYBPC3,0.022648840394133646,0.8389493962506132
INPP5F,0.02262912401422002,0.8390877130596232
TIMD4,0.02262718743764042,0.8391012990364823
RAP1B,0.022620705664834928,0.8391467720010701
MN1,-0.02261422797335292,0.8391922168595745
ALDH9A1,0.022579523468311553,0.839435698561311
RRP9,-0.022555400876120978,0.8396049480050122
BCS1L,0.022543993045554215,0.8396849904036405
OAS2,0.022541996117866864,0.8396990019012922
GUCA2B,0.022540922013640708,0.8397065384035449
NOL4L,0.022527867363606367,0.8397981381152924
LRP6,0.022502181664407067,0.8399783715012912
SYDE1,0.022427948323871336,0.8404993039572254
TTC31,-0.02242667040977423,0.8405082723200814
SHISA4,0.022426180483800115,0.8405117106112776
STOML2,0.02242364542686831,0.840529501640462
KBTBD8,-0.022385291441198815,0.8407986796547245
POMP,-0.022364956094063332,0.84094140569874
NETO1,0.022354639080812484,0.8410138188411164
SLC25A12,0.02232415693644152,0.8412277748906585
PRKAG1,0.022307567609787,0.8413442212333591
FOXH1,0.02223346772132538,0.8418643960717489
CCDC102A,-0.022225393752060923,0.8419210787374705
TMEM138,0.022212655781095235,0.8420105062946321
RXFP3,0.022212068298637054,0.8420146307926327
EMX2,-0.022192903796692646,0.842149180035739
NRIP1,0.022189349042824345,0.8421741375836302
LTN1,0.022156287373688598,0.8424062674876504
SDF2,-0.022124348864302923,0.8426305243170085
ARL11,-0.022119176274273025,0.8426668449317368
POU6F2,-0.022112496277634057,0.8427137506591562
HERPUD2,0.022112402884722562,0.8427144064511599
XAGE2,0.022044844828444786,0.8431888177208449
OR3A2,0.022026059299961116,0.8433207448041593
CNTN5,-0.02202536408523047,0.8433256272437185
YWHAEP7,0.02199629710558397,0.8435297676912197
C2orf57,-0.021989327472323912,0.8435787176906743
FXYD2,0.021973971849295677,0.8436865673137094
SFRP5,0.021967244219879604,0.8437338194643579
PRDM15,-0.0219654544911714,0.8437463898885985
KLHL1,-0.021952971772575647,0.8438340651946076
OTX1,0.021945471119322053,0.8438867487079185
LRRC40,0.021942916779188033,0.843904690183347
LINC00094,-0.02194269960712599,0.8439062155857516
LIFR,0.021924723297741446,0.8440324820022564
LINC00494,0.021881554917419596,0.8443357147315762
NEDD4L,-0.021875354828119434,0.8443792686081518
DDX6,0.0218645947632655,0.8444548561335343
TMEM220,-0.021852323748128802,0.8445410595290284
SLC16A1,0.02183452246969044,0.8446661160526397
HOXA5,-0.02182686030063198,0.8447199450675624
CYS1,0.021806600171426802,0.8448622819242619
DOPEY1,0.021767431163445358,0.8451374765626891
RGP1,-0.021752852981338222,0.8452399050723536
HIGD2A,-0.021744862504291355,0.8452960484604641
PIP5KL1,-0.021733083330447656,0.845378813727076
ELK4,0.021728914278835942,0.845408107580755
TLX3,0.02171779421162514,0.8454862437921472
HIST1H2AK,0.021700940855956495,0.8456046683438581
BLOC1S5,-0.021688586192928586,0.8456914838191124
C12orf29,0.02168549062055057,0.8457132365084346
PGR,0.02168033881953796,0.8457494386401351
MAPK14,-0.021674586105592343,0.8457898638143782
MSS51,-0.021664411654106847,0.8458613621695623
TSEN34,-0.021645762694132237,0.845992416198941
RPL10,0.021644176357030816,0.8460035642452076
ARNTL2,-0.021551520012920294,0.8466547627595695
ACP1,-0.02154440818643852,0.8467047496755645
B3GALNT2,-0.021543002263616752,0.8467146315611626
FIG4,-0.021535829866548367,0.8467650449435841
NUP98,-0.021501151139124625,0.847008803644519
FAM102B,0.021494071136508648,0.8470585711426559
TAOK1,-0.021462554501378538,0.8472801184455346
VAPA,0.021429378846193593,0.8475133406847598
SPAST,-0.021422899336944266,0.8475588926540406
QSOX2,0.021421899532478042,0.8475659214812225
USP19,0.021416732276691428,0.8476022485219168
PCDHB9,0.021404968223108792,0.8476849538096302
PWRN2,-0.021400408335459475,0.8477170118094826
PPP1R1C,0.021387392550609553,0.8478085198163033
GPR37,0.02138718349293484,0.8478099896212538
NR2C2,0.021372269199950732,0.8479148476792651
ACSF3,-0.02136042158011931,0.8479981467327659
SYNPO2,0.021354487925624496,0.8480398661016947
STRN3,-0.02130495392008386,0.848388154685302
SERPINA9,0.021297375369569743,0.8484414443315097
ADAD2,-0.021284524329865218,0.8485318097822824
MPHOSPH8,-0.021284273159653585,0.8485335759708618
SOCS2,-0.021283198654462127,0.8485411317271879
GOLGA2,0.021282833311517688,0.8485437007660623
CNGA3,0.021264607562029317,0.8486718636102326
CTPS2,0.021254352469719823,0.8487439787931463
PLCB4,-0.02124495738505166,0.8488100473775602
ROPN1B,-0.02120175065794421,0.849113901296922
TNNT3,0.021200235935538887,0.8491245540731813
POLR2L,0.021192615501964406,0.8491781476523101
LINC01144,0.021179542097204507,0.8492700929054922
WFDC10A,0.021153694622980578,0.8494518841074432
PRDM12,0.02114763889167462,0.8494944765879464
SYNGR3,0.021117934535919564,0.8497034059353509
SYNRG,0.021091444100083845,0.8498897385085904
NLGN3,0.02108843084639485,0.8499109341253548
TNFRSF11A,-0.02106004198520272,0.8501106302760487
COLEC10,-0.021040276482297005,0.850249672593687
PPP2R1B,0.0209408590146355,0.8509491034839572
FAM71E2,0.02093393441882936,0.8509978243292732
PLSCR4,0.02091462269103904,0.8511337028911437
MKL2,-0.02091014554198392,0.8511652050200728
NKX2-2,-0.020901908988346485,0.8512231596910336
HSPB11,-0.0208920214518759,0.8512927321756174
ERGIC2,0.020871377520930327,0.8514379944225948
RNF133,0.020857050894297045,0.8515388074903363
CCDC117,0.020822377761814663,0.8517828039363013
CMTM4,-0.020809381048172565,0.8518742660034271
ZMPSTE24,-0.020798166136492817,0.8519531905266743
AKR1C1,0.020789093325680616,0.8520170411595306
RFX2,0.020772838728116125,0.8521314365718805
FAM206A,-0.020764960843397795,0.8521868800685495
CPED1,-0.020740091921733095,0.8523619089075801
R3HCC1,-0.020702438270042197,0.8526269309572982
CD84,-0.02069090158364323,0.8527081342200181
DNAJC3,0.020681846050380988,0.8527718744659296
PLAC8L1,0.020678649138319377,0.8527943771718207
PPFIBP1,-0.020675730122741286,0.8528149238981775
ZZZ3,0.02066888152144773,0.8528631310611339
HPS6,-0.020619983805611898,0.8532073367336959
STXBP1,0.020585368651679453,0.8534510197593492
EPB41L2,0.020577334908143705,0.8535075774994958
AP2B1,-0.02054537965745308,0.8537325505153432
TOMM22,-0.020530865162199746,0.8538347400752163
COMMD5,-0.02052442806489252,0.8538800613428401
PCAT4,-0.020513170006847166,0.853959326384115
ZNF664,-0.02050010433969795,0.8540513201419495
LRRC59,0.020495583318189202,0.8540831525527484
POM121L2,-0.020410073094460378,0.8546852719617124
NUDT7,-0.02039715262513289,0.8547762585522823
NNAT,0.02036497914322788,0.8550028340519549
OFCC1,0.020326623641566552,0.8552729605554189
IGSF21,0.02032180290826672,0.8553069127385688
LCK,0.02032092690237522,0.8553130824324079
APOL2,0.02029459966447917,0.8554985087472378
WDTC1,0.02028123973755614,0.855592607523944
CNTFR-AS1,-0.02025666629678649,0.8557656923780169
AKR1C6P,0.02025494747272355,0.855777799297783
CNST,-0.02019541873340144,0.8561971237561473
SPIC,0.02017917933409736,0.856311522103059
CDA,-0.02016635518275718,0.8564018638508254
VDAC2,-0.02016574555890399,0.8564061584877668
PHEX,0.020158532413423733,0.8564569734845359
CSF3,0.020131258975394466,0.85664911403264
SRD5A3,-0.020130322540611034,0.8566557113355504
WIPF2,0.02011016893718092,0.856797698432619
TMEM263,-0.02010262150825417,0.8568508730980199
CYTH1,-0.02008476624378088,0.8569766731392426
HTR3B,0.020063068009401885,0.857129553790727
MYOG,0.020062789169118925,0.8571315184679629
TIPARP,-0.020007850029813673,0.8575186303881521
SGCE,-0.019980166958450632,0.8577137034712038
TM9SF1,-0.019966013952646994,0.8578134381305706
SLC35F3,0.01994668914651477,0.8579496214888788
CST9,-0.019935010711991108,0.8580319223043446
ARHGAP30,0.01993093268163139,0.8580606615492992
AHCYL1,0.01993021624958942,0.858065710504772
FBXL15,-0.019909958375986185,0.8582084774174458
ZNF169,0.019905692638093955,0.8582385406903488
STAR,0.019905447175159706,0.858240270624433
ATAD3A,-0.0198980726579744,0.8582922438688502
SPATS2L,0.019893664778900505,0.8583233094821267
DIEXF,0.01989152173911681,0.8583384131605379
TFAP2E,0.0198835538928343,0.8583945692548581
LYSMD3,0.01985498968531867,0.8585958909547984
SALL1,-0.019841569060378816,0.8586904831835659
PCSK5,-0.019808287462242922,0.8589250695608212
KRT74,0.019760422398977934,0.8592624693690731
TRMT1L,0.019733601694149117,0.8594515389740307
TAF6,-0.019722746039832553,0.8595280669625234
PIKFYVE,-0.019716248305829312,0.8595738739884463
BCL2L1,-0.0197132971114758,0.8595946791539749
FAM198A,0.019710049600849554,0.859617573384001
SDR39U1,-0.01971002771199587,0.8596177276959599
EPHB3,-0.019708060431917657,0.8596315966412192
NOVA2,0.019706152648721068,0.859645046185524
MRPL10,0.019698174144336555,0.8597012937058915
PLEKHH3,-0.01967446317066071,0.859868457412199
CHST11,-0.019658531331814375,0.8599807812399267
MCMDC2,0.01965542064036019,0.8600027127912139
IL22,-0.019640548950845126,0.8601075652912481
ANKRD34C,-0.019632360672897073,0.8601652975872575
HOXC4,-0.019629286381570424,0.8601869733839151
RNF208,-0.01959090592313663,0.8604575898151477
KIF19,0.01957952335366172,0.8605378501657501
OTUD5,0.0195752107596191,0.8605682593377967
LOC284379,-0.01956983353138668,0.8606061757942096
BCO2,-0.01956880663379939,0.8606134167943643
CEP57,0.0195659623270392,0.8606334730176786
FAM155B,0.01954766207543735,0.8607625167399471
RANBP2,-0.019536455629265065,0.860841540489071
PDLIM4,0.019535957810240832,0.8608450509580107
CEACAM5,-0.01951217587162355,0.8610127571261784
VCY,0.01950314225093449,0.8610764622881786
RIN1,-0.019502901847568456,0.861078157626667
ZKSCAN5,-0.019500751381956564,0.8610933228629106
WWC2,0.01945752042776322,0.8613982012764652
APOL3,0.019443318334383015,0.8614983633727983
ABCB10,0.019432455244980995,0.8615749781881674
PRCD,-0.0194096210728864,0.8617360264013144
DDX19A,0.019408599843625335,0.8617432292093402
UNC5D,0.019396750454243782,0.8618268046830326
ARID4A,0.0193904420756785,0.8618712992175693
AGL,0.019389256882546037,0.8618796587221604
TAS2R7,-0.01935864603500899,0.8620955710019489
LAMTOR1,-0.019343767914496518,0.8622005168296507
IQCF3,0.01933866237680361,0.8622365303210278
TAF10,-0.019304416535690296,0.8624781012282787
SUGT1P3,-0.019304117991776892,0.8624802072190575
KRTAP4-5,0.019294352628414335,0.8625490946493783
PPP3CC,0.019290567350207836,0.8625757972689585
GABRQ,-0.01928691606432563,0.8626015548078361
RAB3B,-0.0192837354354208,0.8626239922728531
CTNNA2,0.019270982208908723,0.8627139598723371
TP53I13,0.019266760369420877,0.8627437432118157
ALOX12P2,0.01926010132149855,0.8627907204425493
RBM27,-0.01925995226486355,0.8627917719899026
MSH4,-0.01925458793325166,0.8628296158093116
EHBP1,0.019237145861272176,0.8629526667541862
ANKRD31,0.019192090007207264,0.8632705434773726
RINT1,-0.019191518808465494,0.863274573521323
FSCN3,0.019172789750472916,0.8634067167241606
SUFU,0.019171961703706275,0.8634125591094879
LRPAP1,0.01916454865892963,0.8634648630808757
PTPRS,-0.019162034459782637,0.863482602564837
DHH,-0.01914911443189539,0.8635737637227702
LILRA4,-0.01909930835485938,0.863925202207352
DFNB59,-0.01904682420191623,0.8642955661504497
PDLIM2,0.01904160910052287,0.8643323690586502
SOHLH1,-0.01903312630137583,0.864392232687786
DXO,-0.019006870973439734,0.8645775229720578
ANTXR2,-0.01899039088189855,0.8646938307508426
WWOX,-0.018968745431039873,0.8648465972766054
ADAL,0.01896056486284301,0.8649043343473404
FBN3,-0.018938066882139053,0.8650631249498175
GGT1,0.018927815451477363,0.8651354812548077
MTERF1,-0.01891790219991225,0.8652054516906681
ITGB2,-0.01889312449964349,0.8653803439975952
TTYH1,-0.01880693898072066,0.8659887310318981
ZNF160,-0.018798052939677116,0.8660514623898955
TBCK,0.018781145265802685,0.8661708250684931
IFI35,0.01876452365810094,0.8662881711328101
IMPA1,-0.01875887722951075,0.8663280347324362
MMADHC,-0.018754113922983803,0.8663616637789092
UPK2,-0.018753331850627643,0.8663671852492465
TAT,0.018752231380299036,0.8663749546361915
GPR12,-0.01874187957572461,0.8664480396213974
RNF14,-0.018710609722954054,0.8666688153449438
TMEM72,-0.018710187640137606,0.8666717954620715
KCNJ16,-0.01868706017409423,0.8668350898547638
MRPS28,0.018684748890402027,0.8668514092716092
TANK,-0.018663573300757123,0.8670009275959906
ATG4A,0.01864301967592035,0.8671460587669463
NENF,0.018642350449983983,0.8671507843111543
EFNA1,-0.018619152446343754,0.8673145931421062
EPSTI1,0.018601751047467217,0.8674374738866795
RNF214,-0.018588159970722308,0.8675334500601815
F2,-0.01858443359022785,0.8675597649944168
F12,0.01858323159983053,0.8675682532346225
SMARCAL1,-0.018569840904963567,0.8676628169287118
OR5P3,-0.01856680673190397,0.8676842442014934
GPALPP1,0.018542339091286775,0.8678570377019384
FBXO34,0.018530418154579894,0.8679412270745586
FSHR,0.018524227409894484,0.8679849486240045
TBK1,0.018515529952679,0.8680463742632162
ADCYAP1R1,-0.018506468736010827,0.8681103697786408
OPRD1,0.01850457187284189,0.8681237666229602
PRKG2,0.018473222418845484,0.8683451816230958
NRG3,0.01846482610202691,0.8684044848711926
DRD5,0.018412055123041053,0.868777223309039
GTSF1L,0.018390684498953307,0.868928179063713
C6orf118,-0.01837292577445772,0.8690536249973341
HDGFRP2,-0.01835602464028581,0.8691730159989759
MRPL4,0.01834956228298909,0.8692186673960798
PTGER4,0.01834001587023848,0.869286105966501
CACFD1,0.018322021691533352,0.869413224491025
CSTL1,-0.01831891010286348,0.8694352064115427
FOXR1,-0.018315030127397935,0.8694626167645723
ZNF428,-0.018309205852018985,0.8695037630467651
TNFRSF10A,0.018307049408127475,0.8695189975876231
FAXDC2,-0.01829848528025286,0.869579500700272
TNFSF12,-0.018263577902963547,0.8698261190791441
PHF21B,-0.018251233206639267,0.8699133365411694
LGALS3,-0.018243514518411382,0.8699678712272559
BCL7B,-0.018197605282012863,0.8702922453232942
ARID5A,-0.01819699864475028,0.8702965316938855
MSTN,0.018174612201398654,0.870454712181883
TMEM177,-0.01816977056999504,0.8704889233598735
KCNJ3,-0.01814391985733449,0.8706715896429368
RAB1B,0.01812912521808728,0.8707761345567296
DGKD,0.018125356376389685,0.8708027670730308
MEGF11,-0.0181053896233756,0.870943864512175
VCPIP1,0.018104732001190352,0.8709485117462921
WDR83,0.018101526587165198,0.8709711635833473
LGI3,-0.018096691345642048,0.871005333188928
KRT82,0.01808560153541193,0.8710837033705
SMAD5-AS1,0.018082872366094398,0.871102990229609
RLBP1,0.018078480180088022,0.8711340296756291
HDAC4,-0.018066705671509337,0.871217240733403
PRMT5,-0.018053672185178164,0.8713093506828953
RLIM,0.01804117831247018,0.8713976486955274
OOSP2,-0.017987972336197186,0.8717736891710589
PRPF40B,-0.017973631673917162,0.8718750486221926
PTGDR,0.0179698082615875,0.8719020727559327
PCDHGB5,-0.017956128015466102,0.8719987668508438
TYSND1,0.017928620362442978,0.8721932008761591
ACADVL,0.017921158547879082,0.8722459449832354
EMILIN3,0.017921117818416134,0.8722462328824533
FAM205A,0.0179199092188001,0.8722547759656564
TERT,0.01791710630301075,0.8722745886567191
FXYD6,-0.01789869318780306,0.8724047455606355
C1R,0.017894994750902993,0.8724308891338779
ASCC2,-0.017888128182312696,0.8724794280125137
TULP4,0.01788262448623866,0.872518333263087
TRIM59,0.017876142010093937,0.8725641578310342
C5orf45,-0.017853349894146227,0.8727252784326004
POPDC3,-0.01784498098504379,0.8727844407026146
KLHDC8A,0.017837574156915337,0.8728368023228453
HIST1H2AL,-0.017824827011938986,0.8729269179071287
FITM2,0.017809068413738673,0.8730383251121544
RASGRP4,0.01778092752878678,0.873237276448169
KNOP1,-0.017780786845662543,0.8732382710740302
ADCY7,0.017779798407048915,0.8732452593136899
RPN1,-0.01777681542672631,0.8732663489790052
EML5,-0.01777429945021236,0.8732841369969756
SLC27A5,0.017719159335060644,0.8736739947844402
TIMM17B,-0.017717901554374492,0.8736828880371306
OR7A17,-0.01771706776882338,0.8736887834023022
MYH14,-0.017684423265739827,0.8739196050734277
TRIM39,-0.01767518426334589,0.8739849338182707
MCHR2,0.017675139251028614,0.8739852521012549
BCAT1,0.017672935846834048,0.8740008324403208
FANCM,-0.01765334368241815,0.874139371347427
ZNF284,-0.017637083638747934,0.8742543512429507
DAAM1,-0.017616944848183526,0.8743967625927652
IL5RA,-0.017615586316230655,0.8744063695880172
STON1,0.01759904257519032,0.8745233617729542
CMAS,-0.017596314760894467,0.8745426522847958
C4orf26,0.017583219053169855,0.874635263311885
CRYAB,-0.017560881064220567,0.8747932383570363
TAAR3,-0.017553437858809147,0.8748458780560947
ITGB3,-0.0175517486034514,0.874857824852139
DDT,0.01751622440561499,0.8751090664955137
FAM134C,-0.017489313308660343,0.8752994009957117
SPARCL1,-0.017487102688923395,0.8753150363923259
LTK,0.01747363337066734,0.8754103039820947
P2RX5,0.01745116410102532,0.8755692315705135
CECR1,0.017418898592026465,0.8757974576373418
CCDC54,0.017414388332453304,0.875829361205674
NEUROG1,0.01737190952048482,0.8761298471188675
RNASE1,-0.017361835559057497,0.8762011107117368
SCN8A,0.017344124973839303,0.8763263984643778
ZCCHC12,-0.017343585318990037,0.8763302161241743
KLHL42,0.017327546981652037,0.8764436768132379
TRPV2,-0.017304904538330876,0.8766038614504525
FOXD4,-0.017298803312158516,0.8766470256046528
EP400NL,-0.017295636666249545,0.8766694287174642
AVPR1B,0.017295119740723734,0.8766730858267072
LRRC3B,0.017267710574304915,0.8768670020153857
ADAM30,0.01726605452081861,0.8768787186048995
TRMT2A,0.0172635268626637,0.8768966018543236
USP31,-0.017255605519918754,0.8769526459666879
GTF2A1,-0.017239792801989257,0.8770645239787145
MAP1B,0.017221629323393273,0.877193037047402
CCDC89,-0.01718120041667978,0.877479097335981
SPG7,-0.017144141150557624,0.8777413290640452
SNED1,0.01714233937552872,0.8777540787775493
TUBB2B,0.01712574611631939,0.8778714973968548
RPTN,0.017101929052245297,0.8780400383208903
TMEM241,-0.017098027134874398,0.8780676506697416
ANKRD33,0.017097789371448402,0.8780693332335676
ANKRD27,-0.01709579031510069,0.8780834798373487
AK7,-0.01709372935815893,0.878098064529399
FIBP,-0.017089095955068197,0.8781308536970815
SECISBP2,0.017063071907149646,0.878315021685691
CSN3,0.017056087330827127,0.8783644515058967
ATM,-0.01705199518295509,0.8783934118370962
CD86,-0.017041413250476443,0.8784683014325709
FXYD3,-0.017036012866546907,0.8785065210036574
ATF4,0.017035484468151563,0.8785102605971584
CRKL,0.01699431374509619,0.8788016431744344
ERN2,-0.0169734947512218,0.8789489941134316
YJEFN3,-0.01695382162311672,0.8790882387205752
CDCA2,0.01694197926992899,0.8791720595865903
FBXL19,-0.016940903157627085,0.87917967643806
PDE6H,0.016937537807586625,0.8792034968586181
C6orf223,-0.01693379498474419,0.8792299892107421
FAM53B,0.016923601662360656,0.8793021399950445
TIMM13,-0.016912008346816942,0.8793842014626594
DHDDS,-0.01691015635922096,0.8793973105844857
TMEM205,0.016905518845073596,0.8794301369390665
FAM217A,0.01688919554651771,0.8795456820069204
MED13L,0.016867138291846523,0.8797018190920224
EXOC1,-0.016861535133889737,0.8797414829983602
ZNF641,0.016859073772949693,0.8797589066931937
ARIH1,-0.01683563754373122,0.8799248119616333
FNBP1L,-0.01683505380202604,0.8799289443402459
CIAPIN1,-0.01683478131512238,0.879930873309318
APLP2,0.016807368256286766,0.8801249373732721
HTR1B,0.01675315263537023,0.8805087644331854
CLEC4C,-0.016731168292386245,0.8806644135152892
KIF4A,-0.016729230412118372,0.8806781339188123
RHOC,-0.016721809640868703,0.8807306741130786
FAM149A,-0.016686018073817456,0.8809840911073391
ZNF593,-0.01664913024867324,0.8812452825125889
ATXN2,-0.016646134824876122,0.8812664927489904
AVL9,-0.01663624452688526,0.8813365253554827
OR51I2,-0.016618471458646485,0.8814623776730649
TRMT44,-0.016609887533054347,0.8815231620922152
ZNF618,-0.016594352189270092,0.881633172574408
TGFB1,0.016590280799102256,0.8816620036940136
ZNF655,0.016584499684257202,0.8817029423127877
PSMA8,-0.016584168457850865,0.8817052878821539
RETN,-0.016584017556432504,0.8817063564861354
M6PR,0.01658195698654964,0.8817209483726379
FAM47B,0.016564732236681756,0.8818429266525258
IBSP,0.01652194603506386,0.8821459320487252
CCNG2,-0.016510553461971715,0.8822266153803041
ATG9B,0.01649006520061836,0.8823717182946444
LRIG1,0.01648653810987118,0.8823966984112326
LATS2,-0.016477539334401277,0.8824604314735269
T,-0.016477167230444546,0.8824630668842501
PTH2,-0.01647075568244004,0.8825084766055609
ZBTB16,0.016469617606995633,0.8825165370525307
TTC39A,0.0164648548827862,0.8825502692919139
HS3ST3A1,-0.016464797338946485,0.8825506768503978
SCARNA17,-0.01644830179036519,0.8826675090464229
DCTN6,0.016414039856462333,0.8829101823321553
DAGLB,0.01640042404435848,0.8830066245385566
SLC4A5,0.01639090268155991,0.8830740663479534
SCFD2,0.016386771911152093,0.8831033257197196
LAMB2P1,0.01638569303938256,0.8831109676880607
GPSM1,-0.016380248483956583,0.8831495332498552
MRPL17,0.016371101942609365,0.8832143217970797
GPR63,0.016367746871375766,0.8832380872774708
ZC3H12D,-0.016357352999333545,0.8833117124082099
VNN2,-0.016338843401986408,0.8834428278358047
BPIFC,0.016296053495600597,0.8837459483564382
DEGS1,-0.016291912811805004,0.8837752815401348
MYO18B,-0.016265837156495613,0.883960008724262
HLA-DQB1,-0.016264657926639663,0.8839683628624682
COMMD4,-0.01623943253923572,0.8841470726752633
RPL29,0.016200508615202627,0.8844228414198
LUC7L3,-0.016195857813422358,0.8844557924029777
GATAD2B,-0.016152279676964372,0.8847645535135112
SNRNP48,-0.01614975420741111,0.8847824475725427
FGD4,-0.016138108229058125,0.8848649651811674
DPH1,0.016134199958799417,0.8848926575145056
LY6G6D,0.01612457466770912,0.8849608588033105
C20orf85,0.016106203993361518,0.8850910289974121
SUN2,0.016103919230319674,0.8851072184934293
CCDC142,0.016070411287785344,0.8853446562664962
AURKAPS1,-0.016053776168773924,0.8854625367185375
CCL26,0.01603671185264241,0.8855834611492668
SCN3A,-0.015997806294905756,0.8858591709494315
ZBTB1,0.015985534929972615,0.8859461365470345
PIN4,0.015973731614688576,0.8860297864084196
SPRY3,0.01596831040355718,0.8860682068419313
BTNL8,0.015953016616139397,0.8861765962048052
ZBTB18,0.015944777343002002,0.8862349900342846
ADAMTSL1,0.015944034188701037,0.8862402569881052
ARPP19,0.01594216552195596,0.8862535008025211
ZNF474,-0.015890653805906485,0.8866185923974584
GP2,-0.015882314727991273,0.886677698208689
