gene,r_PC2,p_PC2
PTTG3P,-0.3956838876390113,0.00021348904593943385
SPRR2C,0.3956622392710478,0.00021367502562120492
SRSF3,-0.3956433852171769,0.00021383712114156844
MOB3B,0.39559954890488525,0.00021421443673706262
CHPT1,0.39559519292178413,0.00021425196380473984
VWDE,-0.3955943984030248,0.00021425880928680944
MRE11A,-0.3955094202916727,0.000214992135378451
LARP7,-0.3954851071738027,0.00021520237261546876
URB2,-0.3953777964424371,0.00021613256089979139
TRAF3IP2,-0.395327805885848,0.00021656715130480072
IER5,-0.39526397631013077,0.00021712322073203435
PTPRN2,-0.3951621971494338,0.00021801262021931662
ING1,-0.3951091101450931,0.0002184778528799815
XRCC6,-0.3950905926978621,0.00021864034719340882
ADAR,-0.39507764531963574,0.00021875402916238948
AATK,0.3950637750408753,0.00021887587489191095
ADCY5,-0.39496831845778313,0.00021971612601122325
C1orf116,-0.39487189042699933,0.00022056794426723303
COLGALT1,-0.39482899669777693,0.00022094783213291524
CYB5R1,0.3948215515275233,0.00022101383155632783
KCNJ8,-0.3945243106880576,0.0002236636742158704
ANKRD13D,0.39439351314135374,0.00022483895345241578
METTL21B,0.39429244384633055,0.0002257510026983282
TCF4,-0.3942679545434622,0.00022597250637355375
TP53BP1,-0.3941735510559083,0.0002268282522640121
ADAMTS3,-0.3939265590303004,0.00022908131690185142
FAM65C,-0.39388477806980016,0.00022946447508414712
TMEM120A,0.3937992024228233,0.000230251101504635
FANCB,-0.393514517278154,0.0002328858832541775
STK19,0.393450985491361,0.00023347765075999258
RIPPLY1,0.3934174901980383,0.00023379020012225177
NUDT16,0.39336805645360257,0.00023425217731074975
DCAF17,-0.3933113838454841,0.00023478283850146862
KRT10,-0.3932640191211609,0.0002352271929554582
KIAA0930,0.393228691381727,0.00023555912584601139
NINL,0.3929433999878975,0.00023825551596615876
ELF2,-0.39288717161084963,0.00023879029072027404
ASB7,-0.39284719028102477,0.00023917121561920342
SHROOM3,-0.392846089233275,0.0002391817138385039
ZYG11B,0.39260993853336734,0.00024144318064796389
ZSWIM8,0.39257375499613256,0.00024179142142209946
AMDHD1,0.3925475751973833,0.00024204367154968899
HPGD,0.3925418103180717,0.00024209925040562848
PGM2,-0.3925117335131348,0.0002423894096521068
PPP1R3B,-0.39243799895810827,0.0002431021020987575
SLC6A6,0.39237543033318234,0.00024370838083372798
TAP1,-0.3923555237432852,0.00024390156374630372
EMC9,-0.3923435603208868,0.00024401773022138633
NAT8L,-0.3918751458808907,0.0002486063321105861
TSGA10,-0.39163610697192863,0.00025097844271163873
CPNE7,0.39160304115163863,0.00025130820735400224
CEP72,-0.3912961818607982,0.00025438758267133866
MCM2,-0.39118783361716203,0.0002554831396803259
INTS6-AS1,-0.3909435848960564,0.00025796878863874694
C1orf87,-0.3907838754051871,0.00025960611635026217
TMEM171,-0.39064983975718215,0.0002609876110032588
DAP,-0.3904304331904541,0.0002632636206199508
FAM167B,-0.3904141978473371,0.00026343276101569227
ETF1,-0.3903688454848973,0.0002639057733527464
DCTPP1,-0.39029854411660864,0.00026464054113658716
WRN,-0.3902955047258891,0.0002646723502878809
C14orf169,-0.3902309406258537,0.0002653488859317662
WT1-AS,0.3902292732883449,0.0002653663781970728
MAP10,-0.3902078916452026,0.0002655907899670332
RASD1,-0.39005800682232245,0.0002671688186215903
MYO1E,-0.38989586595580084,0.00026888558931096235
KITLG,-0.3898908782193469,0.00026893856067441616
ZNF784,0.3898802620938504,0.00026905133929372975
TLCD1,-0.38967917362315163,0.0002711958007252765
IFNA21,0.3895603533632668,0.00027247030876817685
ERICH5,0.3894728356905254,0.0002734125744050579
MID1IP1,-0.3894588974159349,0.0002735629182187268
APOB,0.38945174717624387,0.00027364007306834073
RIMS2,-0.3894416405733579,0.0002737491627652279
PRDM8,-0.3894035431039592,0.0002741607427950181
SPINK1,0.38935000174072026,0.00027474013037381904
STX16,-0.38926974537287884,0.00027561071830711965
LGALS4,0.38923314343871807,0.0002760086026257934
DMXL1,0.38922918729917094,0.00027605163977914506
PYGM,0.38890893548821115,0.00027955606104536796
ARL5B,-0.38869192980269407,0.0002819538895621004
DEFB129,0.38854574258186647,0.0002835798454431458
SIPA1,-0.38849832980020327,0.0002841090387824232
IGSF3,-0.38846782492084975,0.000284449995946781
TRIM46,-0.3883902371849064,0.0002853189003862187
KCNS1,-0.3881815059507722,0.0002876686060310815
NUPR1,-0.3880590190062456,0.00028905572063512035
FTHL17,-0.3879813821530633,0.0002899381069221055
IL37,0.3879105261792576,0.00029074558499415557
TRAK1,-0.3878473267410245,0.0002914675523246484
ACAD11,0.38781189329780563,0.00029187305159868323
PDE8A,0.38772862482659043,0.0002928280153514029
TRIM50,0.38769164737748,0.0002932530109875574
CNTD1,-0.387666708162332,0.0002935399667338923
EPHA4,-0.3874465869713527,0.00029608394061416484
TFPI2,-0.3873672152831824,0.00029700621039984533
SLC25A3,0.3873471219148396,0.00029724010633407663
NAGS,0.38732211258414617,0.0002975314627601951
NDUFAB1,0.38730526603969595,0.0002977278713827302
SLC6A19,0.38725897183155567,0.0002982682149070173
AP1S3,-0.38716240320831874,0.00029939826047612335
GSTK1,0.38682146396166467,0.0003034194687379048
TRIP13,0.38682044421990536,0.000303431570164121
PLA2G4F,-0.3868006828498072,0.0003036661688490014
UBE2L6,-0.3866478951222937,0.0003054856337994748
SNAPC4,-0.3865946188583028,0.00030612242304309956
SERPINE1,-0.3865642189488302,0.0003064863269026497
KRT83,0.38651856268049833,0.00030703360461756073
SCGB3A1,-0.3863805945588664,0.0003086928771541498
RBM14,-0.38610283541810464,0.0003120583590028375
RANBP1,-0.3860732304103246,0.00031241905013025203
ATRN,-0.3860494141845584,0.00031270949184534884
ZNF239,-0.38604845671292054,0.00031272117351074783
METTL18,-0.38603904584800736,0.0003128360124242595
SEZ6L2,0.3859158086727544,0.00031434343065704564
DNAH7,-0.3858461103584461,0.0003151989206855461
SRY,0.3857995975687204,0.0003157710165163558
PEPD,0.3855530987744398,0.0003188188438197347
MORC2,-0.3855256118794342,0.00031916037389398427
SYCP2,0.3854872198931474,0.00031963796432469996
PIGR,0.3852831649545363,0.00032218741031261725
TEK,-0.3852306786796861,0.000322846182207364
AMFR,-0.38519237341920737,0.00032332774427058883
ZBTB49,-0.38511799721831447,0.00032426466359838604
CYYR1,-0.3850800526245736,0.00032474361266935975
SCTR,-0.3850726069944863,0.0003248376700568602
FZD6,-0.38482082687711017,0.00032803306308385914
NRG1,0.38481837188896506,0.00032806436143264974
NKD2,0.384767287592239,0.0003287162514844652
KRT8,-0.3846865663720907,0.0003297487653073281
TMEM63C,0.38467124325939106,0.00032994510086516106
S100A3,-0.3845062665287423,0.00033206576281205835
NAB1,-0.38426032529133924,0.0003352504094988031
LRRC37A4P,-0.3841839977160624,0.00033624444744956793
CELA3B,0.38406607676029964,0.0003377854894534382
ZRANB1,0.3839820468970557,0.0003388875813991853
MAP3K13,0.38380323851753884,0.0003412437324931858
TIAM2,-0.3837384145106803,0.00034210162315514514
MEOX2,-0.383509967239858,0.0003451407348231657
PPM1J,-0.3834024891585013,0.0003465791066767357
ROR2,-0.38339847940110094,0.0003466328752909127
WBSCR28,0.38326869339009173,0.00034837737334060125
GRTP1,0.38312199243500455,0.00035035892992646216
RAI2,-0.3830093539265479,0.0003518874037057389
RAMP1,-0.3828077675372618,0.00035463816055465405
CSTF2,-0.38272634041528175,0.0003557548624662737
HIF1A,-0.38268362342479717,0.00035634197818717095
FOXP1-IT1,-0.38267395069368837,0.00035647504663446976
HESX1,-0.3823504870741483,0.0003609513030566715
BOC,-0.38231587839096365,0.0003614332774223733
PCOLCE2,0.38228529528737526,0.0003618596813237044
ZNF589,-0.38225112505967473,0.0003623366444669697
CNPY3,-0.3821988800763667,0.00036306701826911095
GRAMD3,-0.3821792062363013,0.0003633424042920124
EIF5,0.38214914285203183,0.0003637635888999482
CHRD,0.3821423231991049,0.0003638591937721633
TBX1,0.3820356140937061,0.00036535815670613595
ELN,-0.3820272364681695,0.0003654760783002559
VASP,-0.38195677449443166,0.00036646926807231615
KAT6A,-0.3819151472830245,0.0003670571831592908
KCTD11,-0.3814927807577345,0.0003730715262371032
ITGA2B,-0.38120540857100893,0.0003772151284138309
KRT222,-0.38098547426036466,0.00038041481470055017
SMPDL3B,0.3809106583027224,0.00038150892613756987
JUNB,-0.38087272791078297,0.0003820647233399885
ALOX15B,0.38080754988319965,0.0003830215169575365
SON,-0.38062920663720085,0.00038565078428405195
RYBP,-0.38048763611973224,0.0003877496929604847
DDIT4L,-0.3803846707461741,0.0003892828198421931
PALMD,-0.3803829376209985,0.00038930867311086684
KLHL41,0.3803770977985551,0.000389395798142247
ATP6V1B1,0.3803249532063607,0.00039017454262371194
MARK2,-0.38028390424972025,0.00039078858545258044
CASC10,0.38021027383707506,0.0003918922279954942
SCAF8,-0.3799365962727138,0.00039601946489487493
SYTL3,-0.37981349247675106,0.0003978889121865094
KCNN2,0.3797886536917735,0.0003982670920139546
BMP5,0.37966414475934396,0.00040016775773849526
PPP1R3F,-0.379612514675273,0.0004009583422483397
SST,-0.37952151782590515,0.00040235521576215377
PPP1R16A,0.3794368687836155,0.0004036586488546547
GRIN3B,-0.3792891386083116,0.0004059426855470025
ASCL2,-0.37926413307688256,0.0004063304629011013
LCN12,-0.37912408011527376,0.0004085086401517045
KIAA2022,-0.3791233481024403,0.0004085200528591408
SLC16A6,-0.37891958807765713,0.0004117082321125407
SLC25A46,0.3789071809789076,0.0004119030972495835
STEAP1,0.3788696762261443,0.0004124926586558855
ESR1,0.3788571275924564,0.00041269009131867117
IQCH,-0.3787044055088118,0.00041509987930720435
PDSS1,0.37866690820884213,0.0004156935141360056
APH1A,-0.3785682030414243,0.0004172598764714424
SALL3,0.3784257821700051,0.0004195295009152363
SIGLEC15,0.378378800563821,0.0004202806792410927
CDKAL1,-0.37835611843801253,0.00042064377958625867
METTL1,0.3782569286255697,0.0004222350107306059
REEP6,0.3782339131791022,0.00042260501851139955
EEFSEC,0.3782170065819758,0.00042287700662824005
NAT10,-0.37809864909547075,0.0004247856015068186
IL31RA,0.37790530427534075,0.0004279204015901471
NELFB,-0.37773926696061916,0.0004306293507370566
SELT,-0.377430386911324,0.00043571065898688206
PARP12,-0.37742160911522055,0.00043585585955779703
PTTG1IP,-0.37741712970081853,0.00043592997422599837
ANXA2P3,-0.37732679858803353,0.0004374270238665872
CACNG1,0.37715239863170225,0.00044033066910044585
TMEM37,0.3771250497943247,0.00044078760725460385
SEMA3D,0.3771196660474727,0.00044087760881689897
ACPT,0.3770956105905692,0.00044127995609167907
RSPH4A,-0.37704653129119264,0.00044210189088430147
TOR2A,-0.37687660046763766,0.0004449585791699383
TTC16,0.3767500860101035,0.0004470963667177456
WNT5A,-0.3766899749382317,0.00044811539065064634
VDAC3,-0.3766815237900077,0.0004482588278822057
NLRP14,-0.37666010528150534,0.0004486225421459864
CXADR,-0.3766476117123314,0.0004488348240521421
SUOX,0.37662277686283835,0.0004492570734624655
NPTX2,-0.37656618163313726,0.00045022068156964164
PJA1,-0.3763086103841344,0.00045463012340226305
KIF24,-0.37627100782380973,0.00045527715074766595
MEX3D,-0.3760865565198459,0.0004584632336745471
BASP1,-0.3759659300299518,0.00046055787799221246
BARD1,-0.375775930125476,0.00046387494662026164
TMEM200A,0.3757298536962059,0.00046468264925557195
MELK,-0.37563466387980016,0.0004663553700917262
CCDC85A,-0.37561291411114905,0.0004667383401732686
ABCA8,0.37555453167766195,0.0004677677624936087
FH,0.37549997768590493,0.0004687315581824966
ADCK2,-0.37537504354496126,0.0004709455994276532
SUPV3L1,0.3753296636822182,0.0004717521733620221
ZCCHC14,0.37527047734824603,0.00047280604113533286
FAM71E1,0.3752445811771235,0.0004732678238925029
NYAP1,-0.37523173557692213,0.00047349704088488697
ZNF200,-0.37523120536486904,0.0004735065041762451
GTF3A,0.37508197175655666,0.00047617693625450337
JMJD7-PLA2G4B,-0.3750648194765217,0.0004764847459853342
NOS3,-0.3750627309055215,0.00047652223929596407
R3HDM4,-0.3750489931291693,0.0004767689224471367
PFN4,-0.3749491778490385,0.0004785647737172822
AFTPH,0.374846731317968,0.00048041440171440157
AMBP,0.3746289231126491,0.0004843685946275394
PTPRE,-0.3746159792283722,0.0004846045189434101
SFI1,-0.37457818745045285,0.00048529394024243884
ACOT13,0.37454203922088886,0.0004859542186061301
PLSCR1,-0.374482255035056,0.0004870480322500285
IL1RL2,-0.3744557091927252,0.0004875344378261784
CRADD,0.37434287859561904,0.0004896068225774922
TNFAIP8,-0.3742888913384936,0.000490601266918085
TMED5,-0.3742689275944598,0.000490969466556994
ZFP69B,-0.3742396876340056,0.0004915092076968522
C8orf82,0.3742046727593185,0.000492156262430255
GLOD5,0.3742001348578967,0.0004922401772624025
C4orf36,-0.3741588712223588,0.0004930038249971355
NDNF,0.3738704961114393,0.0004983709857014624
HEBP1,-0.3737868477113933,0.000499937798931661
PEBP4,0.3736629438552269,0.0005022669170959551
KLF5,-0.37364866853908724,0.0005025358981677683
SYP,-0.3735216144483838,0.0005049357129717441
TMEM184B,-0.3734717489077427,0.0005058804411721134
ID3,-0.37342779929835423,0.0005067144292385799
TMEM169,-0.37335416367734287,0.000508114558487314
ZNF521,0.3732830313316943,0.0005094704491907132
HSPB2,-0.3732005079105458,0.0005110476174840307
CCL20,0.3731578627287357,0.0005118643911673275
MYCL,0.3730819197414763,0.0005133218672162142
GSTO1,0.37297761542231245,0.0005153298326711878
SMARCA1,-0.37296395791552484,0.0005155932849460827
CBX8,-0.3728724822663665,0.0005173610211759868
DNAJC18,-0.37274366877696713,0.0005198596976792411
RHOF,-0.37251066792406784,0.0005244074155205136
TBX3,-0.3724662102067026,0.0005252792644309961
SFXN5,0.37236780139833114,0.0005272138503602889
PAX9,0.37234149166903596,0.0005277321671179903
PIGW,-0.3722679946325083,0.0005291825707163327
TMED2,-0.37218574929010506,0.0005308099357029045
WIPI1,0.3721228976205853,0.0005320566467347117
CTHRC1,-0.3720906939997477,0.0005326964669879665
ZBTB3,-0.3719365957430122,0.0005357678329363286
APLP1,0.37189958868840667,0.0005365078354247549
GIPC2,0.37177919864051334,0.000538921654676601
FAM167A,-0.3716652810020006,0.0005412148399487434
TMBIM4,-0.37157014666033267,0.0005431367450262798
GYG1,-0.3715613758058346,0.0005433142476630654
VCAN,-0.37152233961907677,0.0005441048968646742
PEA15,-0.37149277947385195,0.0005447043154432664
ZCCHC17,-0.3714610146903033,0.0005453491123136716
ZXDC,0.3713843574118266,0.0005469080615152789
SIM2,-0.37105786883755354,0.0005535934575646421
PAPLN,0.37103931552238517,0.0005539756009769021
FOSL2,-0.37099885279332784,0.0005548098498947668
TANC1,-0.3708794735104507,0.0005572778732131741
RGS4,-0.37081450803426286,0.0005586251682580211
NFYA,-0.3708130562731029,0.0005586553097715854
HECTD3,0.37080307986031913,0.0005588624805895605
EMP3,-0.37078841084075287,0.0005591672258923788
ZNF362,0.37068888465542293,0.0005612388719426639
PDGFC,0.37059229585686215,0.0005632560801142373
PGAM1,-0.3705006701444732,0.0005651757579588476
COL9A2,-0.3704668362444369,0.0005658861322480593
FNIP1,0.3702377773512391,0.0005707169368503742
CCDC126,-0.37021785745937663,0.0005711388190433518
VRK3,0.370104411057538,0.0005735469307423874
LRRC58,0.37010413443438395,0.000573552813905676
B4GALT3,-0.3700570870403034,0.0005745542105271929
ABCA1,0.37005471003126306,0.0005746048471689219
PELI1,-0.3699835582041465,0.0005761224600838537
DMRT2,-0.3699734098011346,0.0005763392157441931
BCAS4,-0.36995292576664557,0.000576776952981761
TBX2,-0.36994496357456075,0.0005769471844317907
ZNF750,-0.3699191719640582,0.000577498923570592
IFNLR1,-0.36981670801464384,0.0005796956170312287
TMEM143,0.3697442189122362,0.0005812542963943272
SULT1C2,0.3697418493525428,0.000581305311837231
CHMP4B,-0.3694323793680318,0.0005880033071616142
ELOVL5,0.3693469282807745,0.0005898651422634573
APOA2,0.36918461952463866,0.0005934164113744397
ATP6V1F,-0.3691022397233513,0.0005952263187733427
RECQL4,-0.36881732427733316,0.0006015249321276346
HCRT,0.3688081542032432,0.0006017286618714569
THAP8,0.36865779955427225,0.0006050780609194326
KDM1A,-0.3686492198092155,0.0006052697014525724
CSRNP2,-0.36857961626416746,0.0006068264433024272
CCDC8,-0.36814944838100516,0.0006165289087456556
FBN1,-0.3681277519804128,0.0006170220039560425
TUBA1B,-0.368119848325987,0.0006172017201704462
PPP4C,-0.36767124719878264,0.0006274808593770289
FADS1,-0.3675262548512308,0.0006308364465586636
SPRY4,-0.3674755732704707,0.0006320132386087247
GTPBP3,-0.36740832588535666,0.0006335777706927735
CYP24A1,0.36738368720884185,0.0006341518817533282
ESRRB,-0.3672617750554496,0.0006369995764782155
POLRMT,0.3672382688219109,0.0006375499890174133
LOC645166,0.36723222157146324,0.0006376916591914762
RMI2,-0.36718614635271873,0.0006387720165761314
ANAPC13,-0.3671629493004388,0.0006393165658233035
NPTX1,0.36709320589898403,0.0006409563403557764
SLCO4A1,-0.3670714592504487,0.0006414684219584582
AGO4,-0.36704708314904266,0.0006420428647030605
RHNO1,-0.3668569332086785,0.000646540043967635
ADHFE1,0.36684824968620733,0.0006467461000474342
DTX1,-0.3668480512541509,0.0006467508094511329
NDUFA10,0.3665111763987186,0.0006547911624505275
IFNAR2,-0.3664997402449356,0.000655065708359107
CAAP1,-0.36640493310543515,0.0006573457760967867
ARPP21,0.36638746203626965,0.0006577667365093272
ST18,0.3662760686004328,0.000660456518260798
DNAJB12,0.3661788684584134,0.0006628117738979344
ACAD8,0.36615619572724,0.000663362257632924
HOXC6,0.366093883620313,0.0006648773167884967
FHDC1,-0.3660789250589355,0.0006652414894333179
SLC25A20,0.3660252677123643,0.0006665492983786641
ANK3,0.3657928721991451,0.0006722406764415451
PTER,0.3657214154012781,0.0006739995470952152
ADAMTS15,-0.36568374315681373,0.0006749285181336808
CKAP5,-0.36555522993694367,0.0006781063586379917
KIT,-0.3654446497906064,0.0006808516725493679
TEN1,0.3654318321739185,0.0006811705433980774
TBC1D9,-0.3654206217311811,0.0006814495433609537
SNRPB2,0.3653777752995851,0.0006825168449234209
RPL30,-0.36531395607712924,0.0006841094041759728
KRCC1,0.3651828127649208,0.0006873926269453618
SMTN,0.36509064602949004,0.0006897086480889693
GARS,-0.3650457488041711,0.0006908394282806528
NT5C1B,-0.3650084501903112,0.0006917801154962722
ACSL1,0.36488897256659386,0.0006948012623262462
NIFK,-0.36483640661120387,0.0006961342680304461
NEURL4,0.3647693702227214,0.0006978376088572779
SIK1,-0.364726817836941,0.0006989208018169254
LPIN1,-0.36451033379879194,0.000704455293154709
SUN1,-0.3643796706997748,0.0007078150495210343
SIT1,0.3642916712907138,0.0007100860151224391
MPPE1,-0.3640947524433179,0.000715191904731117
TMX3,-0.3635911203509491,0.0007284031642018765
ENO1-AS1,-0.36357181378129366,0.0007289140121820519
DR1,-0.3635093555112293,0.0007305688833684902
CBFB,-0.363407742095909,0.0007332685135407239
BOK,0.363377465696805,0.0007340746427678677
CMTM7,0.36319942022378604,0.0007388315850232899
HNF1B,-0.36282434220556187,0.0007489448113873288
FGF11,-0.36281523099389823,0.0007491920386890022
HSD17B4,-0.36276346073046406,0.0007505982062066562
SLC8A1,0.36274958771958987,0.0007509754288837955
SERPINB7,0.36268737908052195,0.0007526690762467929
NCALD,0.3626494139853043,0.0007537043958008938
CAPSL,-0.36262300454237806,0.0007544253543262133
COLCA2,-0.3624567000225397,0.0007589798018973915
TMEM62,-0.3623928226714213,0.0007607358078503265
NMRK1,0.36220696732599567,0.0007658660954350531
RIPPLY3,-0.3621285478025348,0.0007680402007592049
MLANA,-0.36198030871717474,0.0007721653516803295
BBS1,0.36197768376625405,0.000772238579504663
ADCY4,-0.36176891752647916,0.0007780827957091399
GPRC5A,-0.36171749610336856,0.0007795284602445241
EPHB2,-0.36153143176246094,0.0007847799485113878
TMEM192,0.36150740817302557,0.0007854603349280043
RNF152,0.36119049661751057,0.0007944862050455414
ISL2,0.36115684726436637,0.000795450088727364
MCF2,0.36111686201612414,0.0007965968482205203
ROBO4,-0.361068530170243,0.0007979849940467029
FYTTD1,-0.36097305595983586,0.0008007335977531242
SAMD1,-0.3608846461783599,0.0008032865085021456
ASIP,0.3608033388295613,0.0008056408698759336
PKD1L2,-0.36078915444180115,0.0008060522405673347
TRIM5,-0.36074919694788743,0.0008072121023810782
TSG101,-0.3607286854527172,0.0008078080876349826
FAM69A,0.360718744519617,0.0008080970770775034
SLC16A14,-0.36067969174796677,0.0008092332782301557
PPME1,-0.3605402416200846,0.0008133023195098051
CHN1,-0.36052513331761926,0.0008137442840249849
SELE,-0.3603582908924657,0.0008186395010174629
TMEM217,-0.36035716690591213,0.0008186725699033719
KRBA2,-0.3603388174391977,0.0008192126028358105
TACO1,0.3602661963270639,0.0008213530572874133
AVP,0.3601641421487387,0.0008243696347911139
SNX5,0.3600331731217721,0.0008282556696976253
PCLO,0.3599998759163376,0.0008292462994122783
C3orf52,-0.3599565333093685,0.0008305374068359127
TEX10,-0.35994352083069836,0.0008309253848797657
PARP10,0.3597777533043806,0.0008358823412019927
ZNF483,-0.3597707111977263,0.0008360935164806811
FBXO7,0.3597683982711434,0.0008361628859937194
VPS25,-0.35971190751176885,0.0008378587894346316
LAIR1,0.3596047843036973,0.0008410833240054798
PIAS2,0.3595108876820188,0.0008439190068220473
HLCS,-0.35947424400465744,0.0008450280060223498
STX1B,0.3594179518829156,0.0008467342375784048
RNASE4,0.3593160122386202,0.0008498320411465515
TNFRSF1A,0.35925927837526606,0.0008515605678398657
CWC25,0.35914132391278053,0.000855164564380152
ZNF708,-0.3590958796964751,0.0008565567727588937
ZNF675,-0.35909366731790104,0.0008566246027998203
ATG16L2,0.35909144182318364,0.0008566928399039565
HENMT1,-0.3590811122816834,0.0008570096243538459
PFKL,0.359069779978646,0.0008573572839142126
KCNAB1,0.3590371812423061,0.0008583580842171456
DDX23,-0.3589506041974836,0.0008610212127899987
GLIPR2,-0.35894171796790686,0.0008612949801063327
ZNF274,-0.3589165836534928,0.0008620697479406524
PDHA1,-0.35885479186488983,0.0008639771826955024
HECW1,0.3587340960225597,0.0008677139908201453
SOCS3,-0.3586150906704124,0.0008714128513589456
TRAF3IP1,0.35858752262665394,0.0008722717502751784
KIAA1217,-0.3585395333529703,0.0008737687222435275
ICAM2,-0.3584209642284788,0.0008774773802220329
MYO9A,-0.35838475149922144,0.0008786129093050682
WFDC2,-0.3583295451163122,0.0008803465982637615
NRSN2,-0.3582814792038804,0.0008818585830009448
DAPK3,-0.3582675244174409,0.0008822979937910598
DMTF1,-0.3582403146199623,0.0008831553535359177
GORASP2,-0.3580095093791301,0.0008904583834647765
TXNDC16,-0.35792819549944704,0.0008930443345078604
CHCHD4,0.357771017287534,0.0008980623002530627
SPON1,-0.35774423146573514,0.0008989199991903244
OXA1L,0.35772132234222254,0.0008996541547708907
RASIP1,-0.35765796677315864,0.0009016873145723343
GDAP1L1,0.35760441471829224,0.0009034091250462064
FAM124B,-0.3573955899558604,0.0009101518774644877
CCL2,-0.35725772983030035,0.0009146282930912333
KCNJ14,0.35719956769098027,0.0009165228561026534
NINJ2,-0.35713712065578657,0.0009185609662280954
TLDC1,-0.35709673367511974,0.0009198812865508347
FES,-0.35706441018279733,0.0009209392403603341
PBX4,-0.3568659659107548,0.0009274586380259622
GPATCH2L,-0.35682264796686813,0.0009288873095532776
OAF,0.3567472809003043,0.0009313777645063433
PDE9A,-0.35668222095292956,0.0009335325075626357
SLC7A6,-0.3566104624563,0.0009359143570340083
CSNK2A1,0.35642836425037805,0.0009419834833900761
RAET1E,0.356385447219691,0.0009434190584690189
ACTG2,-0.3563710509162029,0.000943901060194854
CBR3,-0.356302749458264,0.0009461909086086445
AEN,-0.3562016430567638,0.0009495898329756975
MGAT1,-0.3557858972101212,0.0009636830331202819
VAT1L,-0.35574426837714174,0.0009651046097473206
PGS1,-0.35572163941641566,0.0009658781618943715
PREB,0.3554513315867784,0.0009751620715159785
EVPL,-0.3554214468212475,0.0009761934464502644
SRL,-0.35529059307647465,0.0009807211166859677
PSPC1,-0.35517388686584583,0.0009847753561098907
TPBG,-0.35509707041552524,0.0009874521744866816
LOC338963,-0.3550106004183199,0.0009904732968743556
CDK2,-0.3549850955426399,0.0009913659984290548
KIAA0513,-0.35497655222679636,0.0009916651882218921
TMPO,-0.354942464798713,0.0009928597581672972
GATA3,-0.35484375523018513,0.0009963263429967318
LTC4S,0.3547866753490009,0.0009983359470814453
SHROOM4,0.35474527028441827,0.0009997959933243654
DCTN1,-0.3546769109600743,0.0010022107594353103
SH2D3C,-0.3545946929932897,0.0010051220936448235
SPG11,-0.35440202197713666,0.0010119746820698447
ZNF20,-0.35417063772300483,0.001020260218929412
PRDM4,0.35410908725541457,0.001022474601978217
REL,-0.3540677653953269,0.0010239636741134206
TPTE2P6,-0.3540542258283845,0.0010244520133467754
STXBP6,-0.3540122046855758,0.001025968960811309
FOXP4,0.353950225061491,0.0010282101252691873
N4BP2L1,0.3539083662017975,0.0010297262431098353
DLG3,-0.35388184724677163,0.00103068780343434
BOD1,0.35378622779432883,0.0010341616775936704
CCDC71L,-0.35368260739525914,0.0010379382282155296
SNAPIN,-0.35353581370547266,0.001043309710043713
C5orf34,-0.3533983176479304,0.0010483638513067203
RSPH1,-0.35335682527025425,0.0010498934068158927
PAFAH1B3,-0.35333876627520155,0.0010505597576899893
SIMC1,-0.3532751154039045,0.001052911445751383
IGSF1,0.35320344643574264,0.001055565095174652
NCS1,0.35314792717310667,0.001057624949701694
GYPC,-0.35306664899809015,0.0010606470832779855
MTMR11,0.35304207331782955,0.0010615624131382884
LRIT1,0.3528907823692314,0.0010672131099739289
RBM20,0.3528238516553372,0.0010697216630874648
DNAJA3,0.3527859699803443,0.0010711438332735425
NEFM,-0.3525727553553154,0.0010791804905833065
FAM219A,0.35242270971471157,0.0010848688966149922
PAQR3,-0.352296034626594,0.001089692466497372
ELFN1,-0.3521571595913807,0.0010950029471946503
CENPJ,-0.3520226849868613,0.0011001675275461719
ISLR2,-0.3520160272962358,0.0011004237935637736
SPAG9,0.35197409102633836,0.0011020392385599446
SMCO3,0.351939103848243,0.0011033886407994919
MEGF10,0.3517148394464041,0.0011120738405785123
IGFBP3,-0.3516248410878613,0.0011155766574063165
BAG6,0.35148405544159456,0.0011210762411707994
HIST1H1D,-0.35136410510735117,0.001125781316475311
MARC1,-0.35130831887478986,0.0011279756391237511
HSBP1,-0.3512558503369056,0.0011300430017947799
ZNF576,0.35122136874014653,0.0011314035149183612
PDC,0.3512187864716855,0.001131505461221549
CNPY4,-0.3510515332199688,0.0011381262873579362
RNFT2,-0.35098465221457,0.0011407836349077887
DCUN1D5,-0.3509509977942195,0.0011421229353742993
GPC1,-0.3509376913279557,0.0011426528685049592
HSPA9,0.35089194109771094,0.001144476584081364
MROH9,-0.3502724666048556,0.0011694315783191095
ZDHHC14,-0.35017831888212575,0.001173267130644183
SLC35F2,0.3500187597575929,0.0011797935799293243
PLEKHF1,-0.3499886573482833,0.0011810285435188267
ST6GALNAC2,0.3498981401383198,0.0011847491129016042
TAS2R10,0.34985733024162513,0.0011864300130933424
WDR88,0.34983194687556995,0.0011874766072666328
CCS,0.34976471099331163,0.0011902528893142717
TBC1D15,0.3496553736132352,0.001194780179584239
GSG1,0.3495978561941816,0.0011971680415489255
CLASP1,-0.3493462231966808,0.0012076656455637434
SNX3,-0.34932754605323185,0.0012084481333633475
LRRC57,-0.3493169728092945,0.0012088913081238898
SELENBP1,0.34920025712626523,0.001213793213103461
EXD2,-0.34917456420137305,0.0012148746984849026
ABHD17B,0.34916666550332687,0.001215207351729272
TINAGL1,-0.34907194434635513,0.0012192029641112107
