,PC1,PC2,PC3,PC4,PC5
ECE1,0.01591695353564204,-0.00857982091910106,0.004298468449973523,0.004757872572196002,0.001952597472593442
MMP2,0.015168139829977249,-0.00501865966321199,0.0014301142509601256,-0.004622232930665837,0.000529317632231001
TDRD9,-0.016143260211357133,-0.0056718225551066394,-0.0015127722670686447,0.003691804890282945,0.011366875448569387
BCAN,0.01562394903111782,0.0005040000312960722,0.006227198358609182,0.003602298512828637,0.013007007728087211
SUFU,0.015008314396489383,0.0010652658291965286,-0.0005228171915844587,0.00428973946377967,0.027600628759624154
SLC6A2,0.015151499016028518,0.0008603562845474903,0.004794757966205015,0.006595031137077833,0.013636938056803325
ADAM23,0.015005717571472298,-0.005683057543187965,-0.02621630011110921,-0.013878020922969832,0.0063302315842618025
OR7D2,0.01621351738441032,0.003142711739570682,-0.004245844370719752,0.0015964895834593824,-0.002061052581261165
DKK3,-0.0155095878181101,-0.004222824691267251,0.0010897586600100914,-0.007945485514565797,-0.0017505345998283608
FAM155B,0.015237258957733658,0.0010861411456720318,-0.004418221166404397,-0.008734512898417797,0.010403761437008652
HOXB3,0.015224542741574037,-0.013256297619766004,-0.0077101931844118085,0.002369428723299412,-0.0031758262892835607
FAM84A,0.014839749463319084,-0.003867411013371373,0.011489288891927338,-0.002410088815092306,-0.012580612102845107
LCN10,0.015375251947485886,0.005763156566769475,0.00023111405475200134,-0.005708559646429257,-0.00066575587075829
CD177,0.015938983081502555,-7.03571414534561e-05,0.0009640984785380782,-0.0007882641866058598,0.002348892772836192
ARHGAP29,0.014998990535837095,-0.013263677383072794,0.0055379754500226525,0.013756660053866861,0.00637315252151711
A1CF,-0.01070827205462668,0.03872228707864644,-0.017485599483521883,-0.011463755105332136,0.0023463949388940657
NFKB2,0.0159959607538567,-0.0020702235745815077,0.008953137688512407,-0.0023727050763960645,-0.002031620368148959
GPSM2,0.013672586507349645,-0.012140283425853913,-0.008982704213117358,0.008392047566805633,-0.029634300466493457
MUM1L1,-0.012828118616250581,0.030666476055081347,0.01185762865707564,0.0022739314143175823,-0.009507463685618021
TNNC1,-0.0161873054208127,0.0006974769566888509,-0.01014876490061937,-0.005352182697750541,0.0038192942970566544
RNF186,-0.011231884725370296,0.03850355159112336,-0.0010495817009630532,0.003696822167925042,-0.011820107721356759
TRIML1,-0.015156501943747482,0.015538949923874997,-0.0011079131221584575,-0.00032976711858053153,0.027664381939796763
NAP1L3,-0.016371123607067262,-0.0038074964965850826,-0.006632709772596258,-0.0017793716831993479,0.0017135168657184741
CD84,0.0159303681773426,-0.0011496638045162817,0.002840812678513804,-0.006181293044105293,-0.003213726145153854
PHGDH,-0.016312765720690025,0.0007646887929825388,-0.004117691480915543,-0.00030429106236217444,0.002268960167282949
GPC4,-0.015582058671126648,0.0006329976049692565,0.006673785183434578,-0.01771275818537678,-0.0003547812748878372
TTC25,-0.016443874355193552,0.00046711421291099474,-0.0019745699707144813,0.00070452996885131,0.0035480730151956612
CHAC1,0.014639476326567294,-0.006795845734637239,-0.0005026093700991678,-0.008079705446696162,-0.0016620528242104408
OBSL1,0.013944191334811685,-0.0056327499790902675,-0.020925766179383326,0.016857097404177436,-0.015142495909492933
HRH2,0.016392935427480368,0.00022517141353245836,0.002394282222745673,0.0001597530652332605,0.0018947254437669129
ZNF677,0.014635669271834545,0.0022366497030372103,0.006409479764788416,0.0017741896104476284,-0.026576856603268282
C11orf86,0.01580988435339587,0.005601440161003365,-0.008861767196886035,-0.002745235775909103,0.006278245547741453
CXCL14,-0.013262433687631282,0.017550945635721963,-0.009153063126198818,0.0016488800652927904,0.005914042702885966
SLC17A1,-0.006802015073207949,0.04786888833666795,0.00564215279606503,-0.0004620074121013866,0.0002820495539134471
STXBP5L,0.015423133049234953,-0.0006671831987717765,0.0011240598461864824,-0.00350389734934492,0.009627829282062728
ALPK3,0.014840956489996195,0.0045842499988632286,0.0004852611944532298,-0.003718156381003469,-8.948865414012173e-05
UGT1A1,0.015192835983858536,0.004305543353035437,0.0011340944753421773,-0.005350919188130391,-0.004272300358773843
SRRM4,0.01597374909442881,0.0021376158338715654,-0.0016646473093082821,0.003926680215307184,-0.00019453631186995473
NT5DC3,0.01547731799287451,-0.0017997679213601963,0.003077673115294359,0.005189182653082937,0.005585165842743195
SCNN1B,-0.01548664091400375,-0.008217778974673785,-0.016355513831615886,-0.010053601744885827,0.017661561308342674
TSPY1,0.01622284299564121,0.005133494603373472,-0.004629512890418859,-0.002711150752240592,0.004870323851535923
PRAP1,-0.009425951876777569,0.04412604909959292,0.003939626947407207,-0.0032813042932908452,0.0031686630760879835
ABO,0.015493572203231366,0.002535562110209671,-0.0046515256051721555,-0.0020220780865218527,0.01182077197131123
PFKFB3,-0.014112045173017507,-0.009370946872144773,0.0006686869786948045,-0.004574430926339771,0.00293714526111761
FAM205A,0.01573559655323547,0.000995697114781984,-0.0029520421853384804,-0.002873315403379271,-0.0017663594475520337
TTC9,0.0121133499930842,-0.009126574609887823,-0.011793043617890773,0.040681901686864336,-0.038951439423636436
YIPF5,0.01487384655932152,0.0055308781935765996,0.005809491076123996,-5.3276337808635404e-05,-0.0003562994392987393
MYH8,-0.013511462186852516,0.0006112227944291501,-0.03916398543697501,-0.02294741175131174,-0.006673405944216787
GRPR,0.015890250136331323,0.001536587882031998,-0.004774030106784884,-0.002589200277264916,0.002962839902880209
TLR2,0.01591349872182728,0.00025438179926470615,0.00837170161752079,-0.014049531549077536,-0.00314829486407909
MPP6,-0.016399245766890946,0.0034698522634794477,0.006987000767024513,0.004738604240517857,-0.002786477269267824
RFWD3,-0.016334578152545704,-0.005949276858271344,-0.00497517625894387,-7.842051638968587e-05,-0.007030061829515637
AMZ2,0.016026235212352156,0.0019402278412795114,-0.00015729566026458815,0.008782368173176066,0.006423247334569966
IL2RG,0.015413168483694959,-0.0026992975102223273,0.0009365991349995937,-0.00519907141168559,0.0167625107380723
ZNF687,0.01556964004008521,-0.00023212195365049672,-0.00016063270599996204,0.0028237208901151036,0.023331859381060627
C9orf131,0.01541279131682296,0.0048220562642618,0.0022843852744312376,0.0041337552848806705,0.0080366989063448
LRRC25,0.01591528563143438,-0.002246745995527371,-0.0050437208946083984,-0.003816598648870774,0.0005794483032938793
JAK3,0.015981790601570563,0.005235564525367284,-0.00777344397897899,-0.005285772989632889,0.0018295814074715687
LENG8,0.015042634111638453,-0.003274335258474406,0.0012944390614816393,-0.0011968475038040753,0.011167182914540235
FSCN3,0.015492228581999036,0.0010653118385688936,-0.004755145800063425,0.002794145883168061,0.009265379373517183
CCBE1,0.01588007852585469,0.009779495523393229,0.003519638515120178,-0.0020347093395236947,0.007164422261729003
UBE2D1,0.015244869590024995,0.005614637559296813,-0.006495754431057581,0.016284292707661553,-0.0038703282353131025
PLAT,-0.015330925803922195,-0.007651715190069934,0.0022821399947293534,-0.005512337791178995,0.005093249423410753
CTXN3,-0.007360218035202261,0.0461408838234053,-0.011203804997274946,-0.012807083230941346,0.003302566886522433
CADM3,0.0160694547202929,0.0029665263008270414,-0.0038806108892729943,-0.0005221420112017141,0.005385863876624208
TMEM26,-0.015936900970394217,0.005767661184028047,0.011679305809818068,0.008602070379559302,0.015288837442873232
NPHS1,-0.007996577275961028,0.04457232959862164,0.011167251596237132,0.002200403297093485,-0.003708076279697591
LRFN3,-0.01625205002287678,-0.0056535261735194695,0.004915285173218285,-0.004899757959021501,0.001876191429701156
PTGS2,-0.012911515590278824,-0.0115719683405942,0.01892769841204494,0.023711548946084248,0.0027589602628684757
ACVR1C,0.0138138050652072,0.004869822874347928,0.0011310303743726341,0.009476452039407012,-7.338343063976129e-05
TUSC5,0.01574491035384826,0.00020560742256999756,-0.004026082753812744,-0.0015892055001817125,0.00901768345358907
NOL6,0.015284387479804136,-0.0062400991760471775,0.006988133917637868,-0.0004736127744665409,0.004739622170938078
HOXA13,0.01586339931082531,-9.254320351417804e-05,-0.007140890145121985,-0.002843259039934226,0.007778858802085631
GPRIN3,0.01332333517426665,0.01159563886598506,0.004678077204065938,0.00573121095153596,0.01653612974154598
ORC6,0.014760715506546165,-0.007705989529137791,0.014337353910931059,0.004376115187398583,-0.007852351548884935
MAGI1,0.01581317517165219,-0.004260128818427227,-0.008477251487418425,0.001656033513115715,-0.014731843000788433
SLC25A16,0.015948037110554487,0.0052408305846404525,0.005262766480990889,0.0036401762364024516,0.014741249039485834
LOC155060,0.01572202372842626,0.001971612168334707,0.006583847787163131,-0.000792110521520373,-0.0022603887116077847
SUCO,0.014323168720948902,0.00029214525059483953,0.026208276452718594,0.007602807968242791,0.023218173454988958
SPAST,-0.01626251605432535,-0.0011903363348337906,0.002490600148932621,0.007373818778737921,-0.011632302535581566
AK4,-0.015865932849540736,0.008539373252673023,-0.0004606306239146934,-0.008798606973121568,0.0012830733698645596
TMC2,0.015531362226070825,0.0007970500035733424,-0.0024181049290458788,-0.0013603600069378682,-0.005884963499938749
SERPINE2,-0.015119343068869208,0.0028745512690186072,0.006191090156927062,-0.004933802023489242,-0.007443041830986219
CAMKK1,0.015361537831225574,-0.005132586837288542,-0.005844133631137113,0.0019879125904539957,0.0028439312898313036
HIST1H2BD,-0.015424494205815023,0.002878820116262035,0.0006094721223142101,-0.018693599896586,-0.00310279543205542
KLK7,0.007230415006673231,0.0448292727036425,0.015271482054450738,0.0031766970440778885,0.0007650751896738584
MAPKBP1,0.015988814930495632,-0.0023581864941342027,0.0003400193716354011,-0.0039026911547380577,0.000751859034825491
ATF7IP,0.016074661525033358,7.820966863664897e-05,0.0012039051342925468,-0.0028419938696440847,-0.004963066121956465
SAMSN1,-0.01284676896573979,-0.03127307257451042,-0.008652940421560066,-0.0036058832390327327,-0.0051363956691822575
CHST8,0.015610196358162234,0.003624350669226088,-0.0021301927577016093,0.00031115894676211247,0.010291856580507514
MOXD1,-0.014009413181212545,-0.015818563282235205,-0.0049797300553898124,-0.012183176822966326,0.000163631235089567
PROCR,-0.01628192128877934,-0.005707364589359797,-0.0032891774909645497,0.0040732407513031045,-0.005888451976937012
MAS1,0.015620649195830075,0.004046875299071779,0.0030216747304127674,0.005083705732766234,0.006294242335363039
CCDC106,-0.016356440806026884,-8.657778276724898e-05,-0.0064072069150334305,0.0014539717393194903,0.002979445969105642
MYOZ3,0.015308388184812746,-0.0034098322174701034,-0.0015653124495467654,-0.001718217491177273,0.009290552960715365
GLYAT,-0.009249428669473952,0.03933084738590958,-0.02735844775428738,-0.01657985037623428,0.0008062155739538028
SYNPO2,0.01576594144741499,0.0011865351411983732,-0.0007542896471795667,-0.0020762998722764635,0.0017975711477215544
WDR54,-0.016153506093517237,-0.0056592928519204255,-0.0037352168593711515,0.011530976074034364,-0.0064571060328563095
MEGF11,0.015202701619685363,-0.0010060030991165248,0.016910603451099755,0.005974977027137701,-0.0024331859264794878
GTF2IRD2B,-0.016304096649919,-0.0036417791521280766,-0.0027707919483690477,0.0031029603521924285,-0.00953956216691808
CACNA1G,0.015456197279248624,0.005470368335129934,-0.004201486046531645,-0.004079103371270019,0.0005760444858129794
VAMP5,-0.016338853726484873,-0.0034072301169308576,0.0023581470550625085,0.001701713443850239,-0.0023318851949482634
FAM117B,-0.015391785338630013,-0.004976124128291785,-0.0022740093956476557,0.01654329311096416,-0.012691441118929293
ZFYVE28,0.015370584517299687,-0.006151764234011554,-0.010693263514621484,-0.00494802017055945,0.014914616806634595
CDKN2A,0.015411644632319178,0.003804664879325999,0.00783251554629736,0.007079491574948638,0.010542438872263074
PSPH,-0.010648674318342734,0.004919693598415427,0.005717923072914882,-0.021643061558674532,-0.026524008436337794
KCTD3,-0.01570552652937702,0.0008411622732055104,-0.005374058965027118,0.014220679152706086,-0.014357894684292166
KCNJ10,-0.01590967996690002,0.0013969509080757805,-0.016138460897586627,-0.00926640580356521,0.015210474517188264
GGTA1P,0.015139308874548068,0.006554316038139138,0.00045127988385083054,-0.0064196845925103465,0.004573675565321362
LDB3,0.015895792222477244,-0.0003226369024301254,-1.3361244165315726e-05,0.0010529036261320381,0.0020643784538107875
MXD3,0.016002757612911415,0.0018735612930567186,-0.0038940389018218757,-0.00534786839960117,0.0006555721895082893
CAMTA2,0.01492258737460541,-0.006877811108979271,-0.002316066837539723,0.010048390705167606,0.004439762594116073
NRK,-0.012552650936309499,-0.0003298157732975484,-0.01354640613798474,-0.00368133274840527,0.01070605770308025
TCF7,0.015458179850896158,-0.0021200427954996986,-0.005572239191267657,-0.008635031568213445,-0.026579198402453926
SCN10A,0.016377858820757794,0.0030114006706956457,-0.0031772116467118005,6.600389055568871e-05,0.006221652093495292
FAM71D,0.016115663360725473,0.0031601768059354666,-0.004977746443996146,-0.000821196009927718,0.010070983237443223
FAM189B,0.016030290053028955,-0.0034679899433378773,0.0066638838151761295,0.006951720902654824,0.007455979733017366
APBA1,0.015534458860054348,0.002358786679643596,-0.0008640395960160388,0.0009858766448833899,0.0037143333821486784
CD6,0.015327722023060073,0.005173199378643754,0.012755539138542295,0.0022438241538861627,-0.009015320197018659
NOL9,0.01562246263075585,0.0006862228843189542,-0.0105392150621486,-0.00012475446650500946,-0.016401354974914514
GJA8,0.01586884245302107,0.0018378163145034892,-0.006543974812907813,-0.004069503748376482,0.001081602542886807
TPPP,0.01512427424030473,0.008182545487579794,0.004539232360075658,0.001485885712740281,-0.004349791163114084
PTGIR,0.015508459485945807,0.0008763428244788691,0.003167191790776475,-0.004341969400466218,0.0012957450039423626
ANP32E,0.015615720886799961,0.0027651819096861908,0.00012168132894556254,0.00927614694238844,0.0018665930789859692
CPLX3,0.015809705072077306,0.003879110824047997,-0.0036039350057269375,0.0003480151449554441,0.013670628360426111
RDH16,0.015716312663502867,-0.005464044478506693,0.0012045485493317211,0.0009720141822035981,0.008458119933539409
DCDC2,-0.015627569438379327,-0.0018506260051727084,0.005109191829858704,0.010669943823769994,0.001599546566493143
PSAPL1,0.015487761306729308,0.001911420094425326,0.0017204735638469382,0.0009502912909608469,0.01239763900580453
ANO4,0.012178874209313744,0.0024228768301018918,-0.0022739191970007283,0.010656430690124933,-0.018026874058164652
RAP1A,0.01623286886275765,-0.004699384885509144,-0.0051728056319642985,0.000277049064678633,-0.011746765403873568
GGACT,-0.015104982936825512,0.019054248596771326,-0.018506689595299677,-0.0029524559810666347,0.005454508482415857
ARRDC1,0.014850641197214012,-0.01622919838232123,0.008512339755276037,-0.011657262057419746,-0.006754970018842997
ARHGAP8,0.014345250591924923,-0.008866007406026768,-0.01553414588205681,0.0034318755666521918,-0.018485248721546138
PPP1R17,0.01588645716100406,0.0041362643995251904,-0.006250259989882645,0.004544507564515251,0.004418064205962133
EYS,-0.016450177346604804,-0.0006480463037356818,-0.0014285413648143183,0.0006893568039714241,0.009369481169441595
MORN1,0.015082821375821526,0.013834835665431429,-0.014221795536588443,-0.010511687047695912,0.007217680287408936
FAM19A5,0.016041755775715517,-0.0002106882488421596,0.003604822139947108,0.001074448644083572,0.006047274151781022
CPZ,0.015246039251699527,-0.008188292618787174,0.0015669088833761848,0.004604607623212686,0.007485412085945536
ABL2,0.01546114446587458,-0.004068902996342468,0.00324931235608031,0.014422892045655342,0.0011100830694018692
ACTG2,-0.003414314705848553,-0.01980130718613373,-0.01928207770968414,-0.018743396205658177,0.014099316621669336
ATRX,0.015732508557514107,0.003040629799864964,0.010442037359628118,0.005163303910528885,0.011297859376417498
MAPK12,0.015102970666422744,0.017481951616383863,0.0073296087989071935,0.005316593890498314,0.011265018424636472
TIMM17A,0.016320922469756194,-0.00029243060410158537,2.274124677079831e-05,-0.0002869390998496322,-0.009506590897743871
SLC39A4,0.01299292624509436,0.014187288975125244,-0.002413920277382127,-0.0108761184019164,-0.016191125560901663
KIR3DL3,0.01624677775890848,0.0020419957230624485,0.00047190504360177313,-0.0013799856950368048,0.0029114253050664405
ACTC1,0.013771632844982567,0.004989538587219862,-0.0057301138649385585,-0.017047127082606212,0.0008162378727818679
TBX6,0.015271072621743372,0.006681599344882442,0.002198340017658711,-0.0009611701939272803,0.020627738995884826
FTCD,-0.010446443362479822,0.0386669502450964,-0.02217793779775457,-0.018107877352545612,0.00542801040627669
EBNA1BP2,-0.016195333578562343,-0.00028595087258863263,0.0033787451681693156,0.010463285430072357,-0.014591832954644666
LYZL4,0.016205807590582082,0.003831806481529816,-0.0007489926502958775,-0.0009083514089121572,0.000686729539207152
LRRC1,-0.015886919397763967,-0.004757720719834159,0.015222886865424213,-0.012942073115629336,-0.0006694413135546328
UGT3A1,-0.015339137634237483,0.013885334573304068,0.01114012186664621,0.010542630243445346,0.013691771216660487
PTGER4,-0.01631923832694613,0.0010190398100841998,0.006722974508891701,0.001754541456054564,0.0068455494390159115
SHROOM1,0.014685705516767468,-0.013146183258911058,-0.0001923530971922542,0.0032620461782043274,0.007555096013715829
PDE1B,0.015104815174824345,-0.009862108029746311,0.010844865599376169,0.009208941186052276,0.012912384278342603
SLC13A3,0.01417873747223594,0.02287610004647991,0.0038353672115249995,-0.0032237221797818388,-0.004179138136625178
CNTD2,0.013174883663472506,-0.02471870118282132,-0.009616778441181285,-0.0031996307251900558,0.012494282144868247
CKLF,-0.015944289003741376,-0.009530913298563214,0.009577971312213104,0.010044421596025834,-0.008305768101852677
RPP30,0.015961749782367075,-0.0022125086802622204,-0.000801358964982969,0.0015257433472880837,-0.012334132993045378
HSPA2,-0.012218219731882385,-0.014960375299345182,-0.0029073826019728054,-0.03844337879899838,0.02116432217411923
GIGYF1,0.015780772587415715,0.0026182064803024685,0.004630875043549857,0.005495697314290304,0.018236311210049087
GATC,0.016172879748741566,0.00039162781081416686,0.0015504031540206009,-0.003134231551513918,-0.019121102554864343
SERPINA9,0.01639152125773992,0.001183361754180239,-0.0015948354370628308,-0.001615350839300585,0.0022333768602691485
C11orf58,0.016271705430922417,0.00228697648445138,0.007949155691266016,0.005255664432893702,0.003213432191952831
FBXO44,0.015345207798258705,-0.004991114610083203,0.002662147502708435,-0.00821954547026949,-0.003069653801143132
SLC5A10,-0.009267630586342236,0.04196774162041503,-0.015463176288024856,-0.015039817100525224,-0.004216633965685128
TTBK1,0.015444148313445656,0.008358496931901405,-0.005136714817088066,-0.0011168220410232201,0.01273301568115686
UNK,0.015950337477604506,-0.00033294984889725883,0.0018200054829819524,0.0008058310343218737,-0.0038814715282884304
HBG1,0.007986980066310096,0.007244110034236163,0.021050582416923962,0.0005446586751014022,0.06430185953994513
NXPH4,0.015695356725231487,0.004113543512864702,-0.0008419373611676191,-0.01198279581177643,0.006222714037776217
ACAP1,0.015638462743918908,-0.0021237212003116703,-0.005787843205307926,0.002532097716645713,0.015979797444509506
TREH,-0.013158055574694242,0.029888935719455428,-0.008800295023909277,-0.01004686875332666,-0.005845939973454692
EVA1A,-0.015729587580104697,0.010205485929388651,-0.009495547833114125,-0.007060474879756544,0.0003885320668646721
NIPAL4,0.014999877946211054,0.010783585992134484,0.00011653473965688628,-0.000564606423915184,0.01782029404102201
TMEM114,-0.01629923020813759,0.007391412390409593,0.0043531272641525055,0.0006770195535903786,0.0019332335239192042
MIAT,0.015486728998319595,0.003071719824533835,-0.007212900214622618,-0.00569775244735672,0.00884868563290407
OBP2A,0.015815092060907622,0.002491531297305849,-0.002741255336480198,-0.003763895224430513,-0.010328911627640488
KLF7,0.015621662694733357,2.8858236391256983e-05,0.00213751970151297,0.0014516838527946733,-0.012108479624331528
EAF2,-0.014229730680531386,0.0263481411846317,0.005292599776235277,-0.003966614437575121,0.0049234522957833276
TBC1D1,0.016377693214062156,-0.0003449099118356075,-0.001251804482325006,-0.0026483744033331995,-0.007099945345908728
C9orf84,0.012314666594715263,0.010185502849222414,-0.013057036251753144,0.02539672872005067,0.01874045017565937
DBNDD1,-0.015876276604405257,-0.0035107991612660164,0.009688378612413461,-0.015559121332566038,0.01041491937885088
GAB3,0.015177718493028007,-0.0033538641736535063,-0.00020931827432369517,-0.0026902357440242415,0.00492580961098237
PRRX2,0.014616100241094486,0.01213030191502611,0.013209762044159742,0.007081950490378072,0.005328381461566132
IRX2,-0.015262874865187244,-0.013686052574542461,-0.02410097732676505,-0.011310698285043757,0.008272297730744699
PRTFDC1,-0.014786490806020397,-0.002978560570885482,0.004844639440707586,-0.01831918113799225,-0.0016817337293740444
DNALI1,-0.015892424376000178,-0.0012719847219493016,-0.006759583245680953,0.0180953131325203,-0.008733340794430139
GATSL3,-0.015991291104530795,0.010014335187263631,-0.0015975181622164111,-0.0056930442539978665,0.006225818722444978
NEU3,0.01591034337944234,-0.0006206734389907225,0.002933733530727811,-0.0058014650500154835,-0.006704852922047042
FGL2,-0.014572868188222763,-0.005970610151237107,0.0062374413749102684,0.001941938102897353,-0.0018129040213174098
WNK2,0.016045966797521537,-0.0024776178055969373,0.005185169966896754,-0.0018217813049214231,-0.00677065285947601
NPL,-0.011396290417200874,0.03768775473952281,0.00851632846154418,-0.002650897237982064,-0.00687199505829198
ASCL1,0.015677386269580956,0.006407434728155393,-0.004704369647291853,0.0033366211176594674,0.01148076675694834
HMGN5,-0.01589769450917412,-0.007010220353905541,-0.0033438312494573573,0.004278333946929685,-0.005576808787320796
NAGA,0.01576381701305395,0.0034315053201735253,0.006335717098243612,0.002917735208835525,-0.0009779491541555994
AZGP1,-0.004382171486827471,0.04398283179748708,-0.015122736327851929,-0.020422744910907346,-0.021513030852970252
TMEM237,-0.01573135859900596,-0.012675639169362717,-0.011979007662617603,0.017265995375587675,-0.0033033676265051
DSE,-0.014433876713787161,-0.009641601178882837,0.019222041457249713,-0.01523010953352717,-0.013671795339774143
BAMBI,-0.01473825729481788,-0.0007598288259624104,0.0017703402282152616,-0.013788009480826835,-0.013966078144184671
ERICH5,-0.01449906095218863,0.021640566034574156,0.019215324471678712,0.007232670520657714,0.005624288318636749
LILRA4,0.015430215640511915,-0.0010612289376619316,0.00421662048689948,0.0027821339592752877,0.003912450601806242
RRAGB,-0.016329508796033967,-0.003600872966646799,-0.0018279334082402729,0.0033346599074476437,-0.0019428564660180882
SCTR,-0.014422099504294402,-0.021396072886560327,-0.017157369135054897,-0.00683549597020063,0.016149705919934174
SFRP5,0.016466206978745342,0.0012205821704999818,-0.0011116146320624526,-0.003388315433178776,0.0007672025549899733
DROSHA,0.0158331563962547,0.0019562084739636874,0.0021834131106032435,0.007685867568006636,0.0031989712384693707
ZSCAN30,0.015640225836474154,0.00010108975910797847,0.0016222449599874265,0.001950856555462471,-0.00453455740493823
APOL3,0.014891728301787654,0.001080343417533768,0.001313827640122272,0.0007806296551972302,-0.008172063199574253
SLFNL1,0.016313485587866293,-0.00013094176551660836,-0.0021912058855048013,-0.002858629134338488,0.0030524386024621012
HTR4,0.01541541391263778,0.0005562228517467252,0.005410502021177202,0.0001599571912797631,0.006566475139753627
NTN4,-0.013846481400903568,-0.0054567201906985455,0.0010352454793033773,0.0008320221677118614,0.0034085755694074097
CD200R1,0.015576836795935892,0.001869782890743832,0.002375919552458163,0.0015189529152021097,0.006519758085421107
CCL22,0.016360760933079137,0.00043628692807920445,0.004532051258843105,0.0003803148420782051,-0.005111027721072937
ETV7,0.015112365356353184,-1.240811100052362e-05,0.009914205619818739,0.007912798686257633,0.013330305003130741
ACY3,-0.005976055254714514,0.046191070017381756,-0.02719469363071346,-0.018062585265408708,-0.004156986226214079
TTBK2,0.015792793504364078,-0.0037328718432716786,-0.003354093564123563,0.007790762165863478,-0.0016248660126811068
CAP2,-0.016178777937070687,0.0037308331476277735,-0.001475740602575319,0.00753832103972595,-0.0031913862170750303
TMEM189,0.0160771626630997,-0.004240704481427408,0.006343481253522842,0.004137107859698763,0.0012681842203255498
PLGLB1,-0.013955313944678123,0.027706186328320243,0.006534869029115205,0.008452318197888511,-0.008884113240462736
VAPA,0.016466501846755292,0.0011906963605786696,-0.0004671620931470738,-0.0005291851551637394,0.00024095789998445735
FAM3D,0.014140946500226848,0.006431570629397023,0.011264464520271158,0.000679091346672292,-0.0012053055379715421
ZSWIM4,-0.01603534153880191,-0.003958398692145503,0.007005396702418683,0.007852034033245699,0.013682083465005625
RPL22L1,0.014084888926326367,-0.0017176241515692418,0.0006941449892589369,-0.015746832859716432,-0.03025184617226275
TFAP2C,-0.0022976153554677696,-0.04818634696560567,0.010359831723267121,-0.02001186939916984,0.010442605199351092
BPHL,-0.01584088974372961,0.009025322537891569,-0.010545859664105848,0.0098308647988606,-0.004968037747867774
CAPN6,-0.014850976041262908,-0.01807483222601559,-0.017365820602727195,-0.004695629766447642,0.018209919026060815
TGFBR3,-0.015711804635748377,0.0007080911827368464,0.009027918197849646,-0.010077034461019901,-0.005983141123851845
NTNG1,-0.0048954179191390106,0.04340466325989882,0.031413497743527634,0.01609018911640765,-0.018751219923476548
MIR1292,0.016198570219057157,0.004471538113362587,-8.83664615375787e-05,-0.0001594534839676012,-0.0034342621672367457
LOC101928858,0.015713424771239742,0.003781700082291006,-0.006524913039080929,-0.004716490899064482,0.0064655061725405125
ZFP64,0.01509548754967413,-0.0013940386847794757,0.012711126252910305,0.002389055703815402,-0.014803228382767208
CD300LB,0.015846782282473135,0.0025768263552966154,-0.0012671462822673018,-0.004168052098551117,0.0019351806837834163
SLC13A5,0.0034027146657601556,0.02823150186306826,-0.022974852767782494,-0.02148590079934154,-0.0379109683440254
KRTAP4-5,0.01632151239221642,0.001072066326292772,-0.003129655160925093,-0.0005458138588756775,0.006319688955107483
XAB2,-0.01592058600365596,-0.00015849719201148265,0.006224965607527344,-0.01033709180703866,-0.0006979502000121437
C15orf48,-0.014807574322614665,0.008218161380730485,0.01697089039820976,0.0022021098948117293,-0.014026129118384353
SH3BP1,0.01502946998879799,-0.004022802595088849,0.010752992324255745,0.007326582448780627,-0.0024292869671692467
RARRES1,-0.014679956470500476,-0.011291892386753688,0.020638769037727593,0.005142892508474439,-0.015077665164373416
TRIM62,0.015489391465988699,-0.006181999188257631,0.0013365915980758235,-0.0009702250614114931,-0.0016607241232000376
ZDHHC20,0.01543821123275277,-0.0021428980994844375,0.011051519717816758,0.00046368643270532127,-0.003553899077116791
OTOGL,-0.00948310330710246,0.04175170971853813,-0.00020686780350017176,-0.0034236173752422196,0.007059327877435064
NDNF,-0.011119499506500584,0.02077364174868281,0.03755768773178824,0.02022775571753145,0.008274111792867
INPP4A,0.015326239180411276,0.0014517975296152589,0.006259336174755592,-0.0012936654630359102,-0.013760479791871616
EPB41L1,0.014961636204169139,0.0023217958032229384,-0.004122711906294236,-0.005586283999467951,0.011807924590946092
SPOCD1,0.01579889123274811,-0.0014013641085846862,0.009331032187271658,0.004987899152427179,0.001415137947141027
C5,-0.015798386063324753,0.012352425201040632,-0.007741092460391471,0.00390823914341628,0.009596059900736073
PPIB,0.015294491399578515,0.0035702757475377465,0.018579456475594436,0.010208541174296315,0.016580017627366554
CEP135,-0.016203469093946654,0.008781634997463372,0.0066148028962976935,0.007279949222720073,-0.005305896674082833
C9orf172,0.015093102650487722,-5.666695176739909e-05,-0.008097490220654736,0.002924920589860258,0.014410789689486244
DTWD1,0.015399081616592898,-0.00027251815503636035,0.003918011315067066,0.0024675942621983633,0.02353163382486921
ZNF613,-0.016468453757952143,-0.001760953018574931,-0.0005540643790392437,0.001111441354942427,0.006699194657031651
P2RX5,0.015686381536303064,0.0009696518845501864,0.005536593235426345,-0.00565937795145894,-0.014177221009391498
GREM1,-0.010533185526887914,-0.022873258089607766,0.0188544921260444,0.01771588290912963,-0.007551297055230439
SCNN1G,-0.015867866666459767,-0.001425848530175511,-0.018364937776421085,-0.0057450775483113,0.019764956669547272
BDNF-AS,-0.016339919450810845,0.0027570921190687853,-0.0067619219097825095,-0.0021289481073657364,0.011245600777860043
LRRC43,0.011011708545198565,0.03899829225902492,0.0028054157900223144,-0.0033022622994712952,-0.0030072164168589324
EVA1C,-0.016002589513697284,-0.01213558117763376,0.0011472874807686518,-0.0014457133230083119,0.004968896163827162
