sample,label,PC1,PC2,depth,mis50_score,gmm_cluster
TCGA-KI-0005-X05-11G-01-01,normal,-46.2248323529853,23.319944816036692,0.0134104322051954,-0.2881890368709569,0
TCGA-KI-0006-X06-11G-01-01,normal,-47.5504612217509,21.89800760883772,0.0037656344168777,-0.30767853948590895,0
TCGA-KI-0003-X03-11H-01-01,normal,-47.348008767214154,5.858862489286667,0.0052386054963125,-0.30161069366653304,0
TCGA-KI-0004-X04-11H-01-01,normal,-41.29763439325371,-28.112004587236004,0.0492589484108467,-0.2864393302015837,1
TCGA-KI-0005-X05-11H-01-01,normal,-40.690158456494515,-31.39664707299634,0.0536787243446396,-0.2813803386685792,1
TCGA-KI-0007-X07-11G-01-01,normal,-46.806064871367,19.025675821566377,0.0091815939233268,-0.3353705409255079,0
TCGA-KI-0008-X08-11G-01-01,normal,-46.73706929311896,22.347287058983017,0.0096835808792311,-0.2951184219612593,0
TCGA-KI-0009-X09-11G-01-01,normal,-45.545115908352,24.079790101591083,0.0183558040331242,-0.3144940356072403,0
TCGA-KI-0006-X06-11H-01-01,normal,-43.18023939514855,-28.5547257410065,0.0355617930558498,-0.3038235589651745,1
TCGA-KI-0010-X10-11G-01-01,normal,-45.240078871648414,25.197667951500343,0.0205751435528596,-0.2911842511475419,1
TCGA-KI-0011-X11-11G-01-01,normal,-45.62536165059606,12.721066143163611,0.0177719649394281,-0.28902269607049375,0
TCGA-KI-0007-X07-11H-01-01,normal,-41.868608977088215,-23.96384295751089,0.0451047431629777,-0.30447652480888027,1
TCGA-KI-0008-X08-11H-01-01,normal,-37.70544109911451,-33.04531390703747,0.0753944519102424,-0.29587443048704665,1
TCGA-KI-0009-X09-11H-01-01,normal,-37.154723312098554,-31.630694401738428,0.0794012760066012,-0.31414740048907547,1
TCGA-KI-0012-X12-11G-01-01,normal,-47.24753765128771,20.401993365597267,0.0059695971181074,-0.291494039500785,0
TCGA-KI-0010-X10-11H-01-01,normal,-43.761622528587466,-25.25115240595646,0.0313318589531184,-0.2797744993029022,1
TCGA-KI-0011-X11-11H-01-01,normal,-41.29656206813515,-34.77495703791756,0.0492667502618591,-0.27160452059789275,1
TCGA-KI-0002-X02-11I-01-01,normal,-47.17933852801004,19.53428426377857,0.0064657893547522,-0.28479253167172763,0
TCGA-KI-0012-X12-11H-01-01,normal,-44.94052719591416,-14.067199747421023,0.0227545735635374,-0.26092086516088614,1
TCGA-KI-0013-X13-11H-01-01,normal,-42.074481804850286,-31.57330183221794,0.0436068866809268,-0.29675381678916457,1
TCGA-KI-0013-X13-11G-01-01,normal,-46.39058589299189,20.59607124432802,0.0122044691987093,-0.2696919670783791,0
TCGA-KI-0014-X14-11G-01-01,normal,-45.95383651993145,21.63284070666107,0.0153821001983004,-0.2831655381180341,0
TCGA-KI-0015-X15-11G-01-01,normal,-47.76140678509923,19.297202115899847,0.0022308705393138,-0.30445356773936383,0
TCGA-KI-0014-X14-11H-01-01,normal,-43.52419580462296,-23.781369276448675,0.0330592902094343,-0.2972082818482617,1
TCGA-KI-0015-X15-11H-01-01,normal,-44.25858852615338,-16.903063989277666,0.0277161135004291,-0.2772353033591445,1
TCGA-KI-0016-X16-11G-01-01,normal,-45.9971210826714,23.852193811919317,0.0150671773229625,-0.3078377826296984,0
TCGA-KI-0003-X03-11I-01-01,normal,-46.55341317538992,4.640268782078245,0.0110197965877298,-0.28631827698905044,0
TCGA-KI-0016-X16-11H-01-01,normal,-44.54063270206055,-9.818172195014004,0.0256640617474144,-0.2807364917360213,1
TCGA-KI-0017-X17-11H-01-01,normal,-45.71942562298064,-10.575495957857084,0.0170875893844057,-0.2604817686357578,0
TCGA-KI-0017-X17-11G-01-01,normal,-46.77271543191737,23.12415540469739,0.0094242324230036,-0.30251958608592877,0
TCGA-KI-0004-X04-11I-01-01,normal,-47.69257466653452,12.071785071031892,0.0027316682214858,-0.27897560900931995,0
TCGA-KI-0018-X18-11H-01-01,normal,-43.17740010479622,-23.954765995281704,0.03558245070895,-0.27709591571789094,1
TCGA-KI-0019-X19-11H-01-01,normal,-42.40476828994295,-31.088638560010168,0.0412038412765979,-0.2898204948411417,1
TCGA-KI-0018-X18-11G-01-01,normal,-47.537537564321156,19.273385940246968,0.0038596622896348,-0.29208935111642376,0
TCGA-KI-0020-X20-11H-01-01,normal,-46.17510032524761,-9.59189012427481,0.0137722645116838,-0.27444868276853196,0
TCGA-KI-0019-X19-11G-01-01,normal,-46.63721936884643,23.68931507099816,0.0104100529344784,-0.32129904443270896,0
TCGA-KI-0021-X21-11H-01-01,normal,-41.525211435465415,-29.64694024370719,0.0476031798883648,-0.28887336148474674,1
TCGA-KI-0022-X22-11H-01-01,normal,-43.53193603071152,-29.84480394955849,0.0330029751145997,-0.2854115804793675,1
TCGA-KI-0020-X20-11G-01-01,normal,-47.20779657061351,19.994046142671525,0.0062587388952843,-0.32133651542359987,0
TCGA-KI-0021-X21-11G-01-01,normal,-46.539933532873725,22.38913008834447,0.0111178696075552,-0.2952143489612315,0
TCGA-KI-0005-X05-11I-01-01,normal,-47.88723540428738,0.2945000888559201,0.0013153868646236,-0.2811895728365848,0
TCGA-KI-0023-X23-11H-01-01,normal,-45.14314041670041,-13.912271992545817,0.0212804328068241,-0.29381944418031697,1
TCGA-KI-0006-X06-11I-01-01,normal,-46.915078506029026,5.02015689295481,0.0083884500146069,-0.28289214943758795,0
TCGA-KI-0022-X22-11G-01-01,normal,-46.01013647440742,24.435842764201993,0.0149724820244613,-0.30574440534505415,0
TCGA-KI-0023-X23-11G-01-01,normal,-46.7686391942573,20.704775578519413,0.0094538896588219,-0.26951493391824105,0
TCGA-KI-0024-X24-11H-01-01,normal,-44.05857053869922,-19.087662828849908,0.0291713722749442,-0.2745102756011117,1
TCGA-KI-0001-X01-02A-01-01,oncocytoma,69.60941954158444,0.3845439487348987,0.8561786932226964,0.5064106535094567,2
TCGA-KI-0002-X02-02A-01-01,oncocytoma,70.10342584929299,-2.577235347321363,0.8597729050388881,0.46368824643412515,2
TCGA-KI-0003-X03-02A-01-01,oncocytoma,84.14436263224145,1.9384692456003407,0.9619296996145767,0.5484760282952277,3
TCGA-KI-0004-X04-02A-01-01,oncocytoma,75.94930814851185,0.4216512260804493,0.9023054373326166,0.49017284634706004,2
TCGA-KI-0005-X05-02A-01-01,oncocytoma,85.74469146879605,3.795164454707929,0.9735731153450712,0.5622499087769578,3
TCGA-KI-0006-X06-02A-01-01,oncocytoma,74.25160621983909,-1.2855570941715229,0.8899535700847852,0.5227270164878457,2
TCGA-KI-0007-X07-02A-01-01,oncocytoma,82.46944415742587,2.679891847267493,0.9497435965640628,0.5313675865986978,2
TCGA-KI-0008-X08-02A-01-01,oncocytoma,86.89925756131022,3.912405722542721,0.9819733220378514,0.5640188530824475,3
TCGA-KI-0009-X09-02A-01-01,oncocytoma,79.26151987192412,1.028956139834451,0.926403895850764,0.5057436800376027,2
TCGA-KI-0010-X10-02A-01-01,oncocytoma,77.86297572196695,0.7221396573902872,0.916228592760894,0.4937781384147806,2
TCGA-KI-0011-X11-02A-01-01,oncocytoma,69.14190480983778,3.0662774828897565,0.8527772245635573,0.45104013637166335,2
TCGA-KI-0012-X12-02A-01-01,oncocytoma,79.24370168715112,2.7599820097751584,0.9262742571614296,0.4894986127350839,2
TCGA-KI-0013-X13-02A-01-01,oncocytoma,89.37693363488326,6.3737997684445045,1.0,0.5573630798872207,3
TCGA-KI-0014-X14-02A-01-01,oncocytoma,84.58252816333936,3.695245887114426,0.965117634069554,0.5413851889531442,3
TCGA-KI-0015-X15-02A-01-01,oncocytoma,81.42179098211736,1.711765592455275,0.942121249717054,0.5074121780465558,2
