gene,spearman_r,p
PCDH7,0.7857142857142859,0.03623846267982714
F5,-0.7857142857142859,0.03623846267982714
DNAJA1,0.7857142857142859,0.03623846267982714
IFT57,0.7857142857142859,0.03623846267982714
ASNA1,-0.7857142857142859,0.03623846267982714
DNAJB11,0.7857142857142859,0.03623846267982714
PRUNE2,-0.7857142857142859,0.03623846267982714
TPK1,-0.7857142857142859,0.03623846267982714
IFIH1,0.7857142857142859,0.03623846267982714
IFI6,0.7857142857142859,0.03623846267982714
IFI44L,0.7857142857142859,0.03623846267982714
ATXN7L3B,0.7857142857142859,0.03623846267982714
B3GNT2,0.7857142857142859,0.03623846267982714
B3GNT5,0.7857142857142859,0.03623846267982714
RSAD2,0.7857142857142859,0.03623846267982714
SRR,-0.7857142857142859,0.03623846267982714
BOC,-0.7857142857142859,0.03623846267982714
PYGL,0.7857142857142859,0.03623846267982714
ZNF485,-0.7857142857142859,0.03623846267982714
AOC3,-0.7857142857142859,0.03623846267982714
DCAF10,0.7857142857142859,0.03623846267982714
HES6,-0.7857142857142859,0.03623846267982714
LRRC32,-0.7857142857142859,0.03623846267982714
SDPR,-0.7857142857142859,0.03623846267982714
QRFPR,-0.7857142857142859,0.03623846267982714
C21orf33,-0.7857142857142859,0.03623846267982714
ZNF518B,0.7857142857142859,0.03623846267982714
DSTYK,-0.7857142857142859,0.03623846267982714
ANKRD46,-0.7857142857142859,0.03623846267982714
C2orf72,-0.7857142857142859,0.03623846267982714
TNNT1,-0.7857142857142859,0.03623846267982714
DTX3L,0.7857142857142859,0.03623846267982714
CYP39A1,-0.7857142857142859,0.03623846267982714
CYP2U1,-0.7857142857142859,0.03623846267982714
