sample_id,depth_v2_metabolic,depth_pure_metab
TCGA-DD-AAVY-01,0.08839111085151749,0.13420983743489134
TCGA-DD-A1EG-01,0.31653659309771076,0.21802657160433692
TCGA-ED-A7PX-01,0.6424325467078559,0.5068317318017765
TCGA-DD-AAD1-01,0.4058185733572759,0.2899669693255007
TCGA-DD-AADN-01,0.4995850572531885,0.39488215725919684
TCGA-2Y-A9H9-01,0.18230695703681182,0.09158820778466181
TCGA-G3-A25Z-01,0.1838049543270236,0.11861924132440105
TCGA-BC-A217-01,0.34723977832570085,0.18817366546422898
TCGA-BC-A10R-01,0.3059125218797074,0.19825463914845898
TCGA-ED-A7XO-01,0.31421845886636174,0.054620323718525654
TCGA-G3-AAV7-01,0.6307109270172523,0.48632506537042997
TCGA-GJ-A3OU-01,0.39855407562046513,0.22330618523644363
TCGA-DD-AADB-01,0.47167234965318494,0.26456482159627714
TCGA-RC-A7SK-01,0.25694441988665007,0.13647521817051056
TCGA-DD-A4NE-01,0.32824035021054754,0.11519558100780247
TCGA-DD-AACT-01,0.12782960476211888,0.08081426642779233
TCGA-ZP-A9D0-01,0.2003561486758474,0.12201701829781308
TCGA-DD-AADF-01,0.21085502151184277,0.10151388141358975
TCGA-DD-A1EJ-01,0.379913110519791,0.232437710853583
TCGA-DD-AAVU-01,0.34897743192545083,0.2201601825951618
TCGA-G3-A3CG-01,0.17975721301538217,0.11338962960360266
TCGA-BC-A10W-01,0.48855376831357594,0.31458791071425274
TCGA-O8-A75V-01,0.24333903983655136,0.09053816763607458
TCGA-DD-A3A9-01,0.3970782623649232,0.2888233961885872
TCGA-DD-A73G-01,0.46038957619133264,0.21352463476546002
TCGA-DD-A1ED-01,0.12473537011568199,0.05805104312838372
TCGA-WX-AA47-01,0.40620424888977835,0.3241535705782954
TCGA-G3-A7M5-01,0.0767049038127541,0.0066226061584616636
TCGA-DD-A4NI-01,0.11348865383715162,0.019782521096678884
TCGA-2Y-A9H8-01,0.4914225509591444,0.22444740534202945
TCGA-2Y-A9GT-01,0.17524144786565057,0.054127951951370434
TCGA-CC-5260-01,0.8018591750881747,0.7411606914383666
TCGA-DD-A119-01,0.2790372242871344,0.12412356943083169
TCGA-FV-A2QR-01,0.22800431895357445,0.19754755328876472
TCGA-G3-A25V-01,0.24358294130343552,0.09022874404046088
TCGA-CC-A8HT-01,0.49557059121747665,0.2805636686112488
TCGA-DD-AADL-01,0.21237820797485069,0.14396079850122134
TCGA-XR-A8TC-01,0.3937394501274113,0.11870336218761623
TCGA-CC-A7IJ-01,0.7879850550581593,0.8964125098901724
TCGA-5C-A9VH-01,0.4141509409910989,0.22450152505849486
TCGA-DD-AADR-01,0.28250820516225916,0.13727877830663482
TCGA-2Y-A9HB-01,0.18891850856116849,0.09001873601074195
TCGA-DD-AAE3-01,0.05955813737898964,0.07040622141442932
TCGA-DD-A4NA-01,0.6891911317667375,0.6757770150036774
TCGA-DD-AACI-01,0.26676154453116857,0.20293128854922782
TCGA-DD-AADU-01,0.15013409441647874,0.10401515352064539
TCGA-EP-A3RK-01,0.3368708489880709,0.2406380243952143
TCGA-CC-A5UD-01,0.5514726131637481,0.5026921617593954
TCGA-CC-A9FV-01,0.5684363269241464,0.9424895657775507
TCGA-DD-AAEE-01,0.25830263874587867,0.15249583072297812
TCGA-ZS-A9CF-01,0.27220611632742564,0.09184233514835538
TCGA-RC-A6M4-01,0.249454264220956,0.12168994696868007
TCGA-G3-A7M8-01,0.22472225412663777,0.11816275328197612
TCGA-DD-AAVP-01,0.33332002775797764,0.19158203107737726
TCGA-UB-A7ME-01,0.44187025864599183,0.17767208746236995
TCGA-DD-A4NR-01,0.449588029048209,0.26729845552940257
TCGA-G3-A25U-01,0.2010942419437979,0.024206807907642958
TCGA-DD-AAE6-01,0.318811296995153,0.26901381523432566
TCGA-G3-AAV2-01,0.09351291956426741,0.15128107839438987
TCGA-ZP-A9CY-01,0.21662736384304984,0.06587957774882125
TCGA-DD-A39Y-01,0.4920549745283705,0.3445172903672771
