sample_id,s1_depth,stromal_score,immune_score
TCGA-G7-A8LB-01,0.6430558303922054,0.0842709068056832,0.1692175182748507
TCGA-G7-A8LD-01,0.7107484473446662,0.38727838971590395,0.3981737192654011
TCGA-MH-A561-01,0.7784366539833358,0.38278784809321065,0.5870236723791235
TCGA-HE-A5NH-01,0.7868709581283257,0.16095416386035435,0.36108746263425295
TCGA-Y8-A898-01,0.7365652715344437,0.46334713066720434,0.6078712467098623
TCGA-2Z-A9JK-01,0.4141251178789415,0.8029909101997744,0.6240243792032572
TCGA-GL-7966-01,0.8080262424053084,0.6218153879605228,0.3741217647845432
TCGA-B9-4117-01,0.6352402011334163,0.45044958448900424,0.5833184520966762
TCGA-5P-A9K0-01,0.6779598571429565,0.18434422447670035,0.46713516952566375
TCGA-5P-A9KC-01,0.4116778674100697,0.37648160031395356,0.4471713330071919
TCGA-SX-A71R-01,0.6891854024879471,0.23752737811765845,0.3533589096801682
TCGA-P4-A5ED-01,0.8035089040927672,0.2638441793989275,0.6935747111448141
TCGA-SX-A7SN-01,0.7978177279897409,0.3316378345698785,0.49599452481235107
TCGA-5P-A9K8-01,0.4875773119003061,0.2331952716068371,0.3709447937958947
TCGA-IA-A40X-01,0.3716646871691387,0.07176712822770104,0.5123569636297037
TCGA-WN-A9G9-01,0.217843564028358,0.18969720995105088,0.9648639467365238
TCGA-A4-7583-01,0.6573163558583446,0.1861387175638914,0.5618803349233416
TCGA-UZ-A9Q0-01,0.6719032096409514,0.10271434480783614,0.42597823712579225
TCGA-P4-A5E6-01,0.6124923632267618,0.3585386581672968,0.48554249790486026
TCGA-KV-A6GE-01,0.6575791752724998,0.34148533911743023,0.5994450060092511
TCGA-2Z-A9JE-01,0.8116946099714752,0.3341588752830618,0.25942605215880365
TCGA-DW-5561-01,0.7742117897335046,0.4087161850416041,0.48959988438317337
TCGA-AT-A5NU-01,0.6411281499458025,0.42977612256911474,0.4682506393394558
TCGA-4A-A93Y-01,0.6498919432538944,0.9399663507687088,0.9601263147053476
TCGA-DW-7839-01,0.7516776777687038,0.13807785726786276,0.07767922476924388
TCGA-B9-4114-01,0.7149815273013815,0.5315140032774194,0.6116271324119981
TCGA-G7-6789-01,0.7741650393629801,0.9817302440033306,0.4416313600675095
TCGA-BQ-5883-01,0.6497605573881835,0.5637611832650096,0.445086575574118
TCGA-B1-A654-01,0.794095746908103,0.4996738490584051,0.5813416701481838
TCGA-P4-A5E8-01,0.8115209533174055,0.4349249322507597,0.3792879764314434
TCGA-BQ-7048-01,0.3663023470727428,0.5766381792822559,0.5145322543536961
TCGA-IZ-A6M9-01,0.8607881846730498,0.3175304805290541,0.4824178534972013
TCGA-A4-7287-01,0.9285227066076078,0.7081466141289648,0.7368629134941945
TCGA-A4-7288-01,0.4909335744607995,0.31336675275637316,0.21353314888905675
TCGA-BQ-5889-01,0.666800093715483,0.8597769710918898,0.8969332470636898
TCGA-A4-8630-01,0.7126876680920481,0.1275170632626762,0.29340925947920926
TCGA-GL-A9DC-01,0.698932718372282,0.20123446805576906,0.37671317641449953
TCGA-2Z-A9JL-01,0.7778410899970234,0.43530411586578494,0.579991976590915
TCGA-G7-7501-01,0.3645343878671855,0.4768731140255516,0.4601018125761539
TCGA-HE-A5NI-01,0.7235911159517521,0.36555024050317414,0.4812101892311895
TCGA-B9-4115-01,0.7876096225460361,0.4120148173289563,0.5119358592398359
TCGA-HE-A5NF-01,0.5962469579553228,0.4486279121566798,0.6551827817308801
TCGA-UZ-A9PV-01,0.6640808830377453,0.13121542932600783,0.22762145788499277
TCGA-SX-A7SS-01,0.6389530455018615,0.484626490881032,0.433855464016339
TCGA-IA-A40Y-01,0.6537990464804341,0.4287678388655252,0.3301234159788767
TCGA-UZ-A9PP-01,0.7696402007265994,0.5780077480735885,0.40810580268559943
